sleeve,sym,dir,usd,t0,t1,mins,day,null,alpha
NQ:dipbuy,NQ,1,-199.71922772820108,2026-08-14 10:19:00-04:00,2026-08-14 10:20:00-04:00,1.0,2026-08-14,-13.6125,-186.10672772820107
NQ:dipbuy,NQ,1,63.742666121106595,2026-08-14 11:41:00-04:00,2026-08-14 11:42:00-04:00,1.0,2026-08-14,-9.025,72.7676661211066
NQ:dipbuy,NQ,1,-144.3860008183401,2026-08-14 11:41:00-04:00,2026-08-14 11:43:00-04:00,2.0,2026-08-14,-15.4,-128.9860008183401
NQ:dipbuy,NQ,-1,-1225.0,2026-08-17 11:01:00-04:00,2026-08-17 11:04:00-04:00,3.0,2026-08-17,30.787499999999998,-1255.7875
NQ:dipbuy,NQ,1,-1043.2926089266402,2026-08-18 10:54:00-04:00,2026-08-18 10:55:00-04:00,1.0,2026-08-18,25.9,-1069.1926089266403
NQ:dipbuy,NQ,1,30.0,2026-08-20 13:21:00-04:00,2026-08-20 13:22:00-04:00,1.0,2026-08-20,-5.4,35.4
NQ:dipbuy,NQ,1,-860.0964006293361,2026-08-20 13:21:00-04:00,2026-08-20 13:28:00-04:00,7.0,2026-08-20,37.8,-897.8964006293361
NQ:flow,NQ,-1,-6960.0,2026-07-30 09:11:05.242000-04:00,2026-07-31 16:00:00.885000-04:00,1848.9273833333332,2026-07-31,,
NQ:flow,NQ,-1,-13255.0,2026-07-30 09:11:05.242000-04:00,2026-08-03 15:59:00-04:00,6167.912633333332,2026-08-03,,
NQ:flow,NQ,-1,-20720.0,2026-07-30 09:11:05.242000-04:00,2026-08-04 09:20:50.835000-04:00,7209.759883333333,2026-08-04,,
NQ:flow,NQ,-1,-610.0,2026-08-04 09:23:05.372000-04:00,2026-08-04 09:30:37.679000-04:00,7.53845,2026-08-04,-197.1625,-412.8375
NQ:flow,NQ,1,785.0,2026-08-04 09:32:01.892000-04:00,2026-08-04 09:37:31.880000-04:00,5.4998,2026-08-04,126.3875,658.6125
NQ:flow,NQ,-1,-0.0,2026-08-04 09:37:31.880000-04:00,2026-08-05 12:23:00.430000-04:00,1605.4758333333334,2026-08-05,,
NQ:flow,NQ,-1,-160.0,2026-08-05 14:56:56.252000-04:00,2026-08-05 14:57:31.687000-04:00,0.5905833333333333,2026-08-05,30.625,-190.625
NQ:flow,NQ,1,-105.0,2026-08-05 14:59:02.310000-04:00,2026-08-05 14:59:33.879000-04:00,0.52615,2026-08-05,-8.9875,-96.0125
NQ:flow,NQ,-1,240.0,2026-08-05 15:33:31.702000-04:00,2026-08-05 15:35:26.720000-04:00,1.9169666666666667,2026-08-05,37.075,202.925
NQ:flow,NQ,1,0.0,2026-08-05 15:59:59.967000-04:00,2026-08-05 16:00:00-04:00,0.00055,2026-08-05,-12.962499999999999,12.962499999999999
NQ:flow,NQ,-1,-450.0,2026-08-06 10:09:10.442000-04:00,2026-08-06 10:11:09.876000-04:00,1.9905666666666666,2026-08-06,-11.712499999999999,-438.2875
NQ:flow,NQ,-1,-175.0,2026-08-06 11:06:59.725000-04:00,2026-08-06 11:08:55.362000-04:00,1.9272833333333332,2026-08-06,-40.475,-134.525
NQ:flow,NQ,-1,180.0,2026-08-06 15:50:04.375000-04:00,2026-08-06 15:53:04.778000-04:00,3.0067166666666667,2026-08-06,-4.75,184.75
NQ:flow,NQ,-1,110.0,2026-08-07 09:27:40.528000-04:00,2026-08-07 09:29:46.846000-04:00,2.1053,2026-08-07,-40.8,150.8
NQ:flow,NQ,1,-65.0,2026-08-07 09:33:06.893000-04:00,2026-08-07 09:35:11.655000-04:00,2.0793666666666666,2026-08-07,7.4624999999999995,-72.4625
NQ:flow,NQ,1,-285.0,2026-08-07 10:02:31.823000-04:00,2026-08-07 10:04:00.672000-04:00,1.4808166666666667,2026-08-07,12.5,-297.5
NQ:flow,NQ,-1,-435.0,2026-08-07 10:35:50.658000-04:00,2026-08-07 10:37:50.606000-04:00,1.9991333333333332,2026-08-07,4.9375,-439.9375
NQ:flow,NQ,1,445.0,2026-08-07 11:25:23.529000-04:00,2026-08-07 11:27:57.474000-04:00,2.56575,2026-08-07,34.587500000000006,410.4125
NQ:flow,NQ,1,210.0,2026-08-07 11:30:00.720000-04:00,2026-08-07 11:34:23.733000-04:00,4.38355,2026-08-07,37.225,172.775
NQ:flow,NQ,-1,940.0,2026-08-07 12:25:00.881000-04:00,2026-08-07 12:27:33.372000-04:00,2.541516666666667,2026-08-07,-20.5625,960.5625
NQ:flow,NQ,1,985.0,2026-08-07 12:32:51.649000-04:00,2026-08-07 12:36:14.674000-04:00,3.38375,2026-08-07,32.325,952.675
NQ:flow,NQ,-1,-55.0,2026-08-07 14:15:39.932000-04:00,2026-08-07 14:17:37.570000-04:00,1.9606333333333335,2026-08-07,25.099999999999998,-80.1
NQ:flow,NQ,1,-140.0,2026-08-07 15:01:24.865000-04:00,2026-08-07 15:02:33.639000-04:00,1.1462333333333334,2026-08-07,17.4375,-157.4375
NQ:flow,NQ,1,230.0,2026-08-07 15:10:17.710000-04:00,2026-08-07 15:12:32.665000-04:00,2.2492500000000004,2026-08-07,30.25,199.75
NQ:flow,NQ,-1,-535.0,2026-08-07 15:52:32.518000-04:00,2026-08-07 15:54:00.303000-04:00,1.4630833333333333,2026-08-07,-11.8875,-523.1125
NQ:flow,NQ,-1,-310.0,2026-08-10 09:28:05.984000-04:00,2026-08-10 09:30:00.936000-04:00,1.9158666666666666,2026-08-10,14.762500000000001,-324.7625
NQ:flow,NQ,1,200.0,2026-08-10 09:30:00.936000-04:00,2026-08-10 09:32:17.669000-04:00,2.2788833333333334,2026-08-10,12.375,187.625
NQ:flow,NQ,1,5.0,2026-08-10 11:45:05.707000-04:00,2026-08-10 11:47:30.769000-04:00,2.4177000000000004,2026-08-10,0.8250000000000001,4.175
NQ:flow,NQ,-1,440.0,2026-08-10 12:31:58.946000-04:00,2026-08-10 13:04:41.832000-04:00,32.71476666666667,2026-08-10,63.849999999999994,376.15
NQ:flow,NQ,1,310.0,2026-08-10 13:08:27.457000-04:00,2026-08-10 13:16:19.459000-04:00,7.8667,2026-08-10,-9.75,319.75
NQ:flow,NQ,1,-340.0,2026-08-10 15:39:15.153000-04:00,2026-08-10 15:41:12.973000-04:00,1.9636666666666664,2026-08-10,9.0,-349.0
NQ:flow,NQ,-1,-15.0,2026-08-10 15:51:23.491000-04:00,2026-08-10 15:54:10.912000-04:00,2.7903499999999997,2026-08-10,-7.9125,-7.0875
NQ:flow,NQ,-1,-25.0,2026-08-11 11:48:34.813000-04:00,2026-08-11 11:50:12.842000-04:00,1.6338166666666667,2026-08-11,17.05,-42.05
NQ:flow,NQ,1,-555.0,2026-08-11 12:23:33.615000-04:00,2026-08-11 12:25:33.458000-04:00,1.9973833333333333,2026-08-11,-6.775,-548.225
NQ:flow,NQ,-1,-65.0,2026-08-11 13:03:27.426000-04:00,2026-08-11 13:06:02.905000-04:00,2.5913166666666667,2026-08-11,32.825,-97.825
NQ:flow,NQ,-1,305.0,2026-08-11 14:27:40.936000-04:00,2026-08-11 14:29:40.768000-04:00,1.9971999999999999,2026-08-11,11.975,293.025
NQ:flow,NQ,1,425.0,2026-08-12 09:17:15.758000-04:00,2026-08-12 09:23:41.830000-04:00,6.434533333333333,2026-08-12,-69.2875,494.2875
NQ:flow,NQ,1,-2190.0,2026-08-12 09:28:00.838000-04:00,2026-08-12 09:39:39.799000-04:00,11.64935,2026-08-12,-42.912499999999994,-2147.0875
NQ:flow,NQ,-1,915.0,2026-08-12 09:54:00.523000-04:00,2026-08-12 09:56:21.514000-04:00,2.3498500000000004,2026-08-12,28.537499999999998,886.4625
NQ:flow,NQ,-1,-410.0,2026-08-12 11:34:15.664000-04:00,2026-08-12 11:36:15.643000-04:00,1.99965,2026-08-12,26.7375,-436.7375
NQ:flow,NQ,1,10.0,2026-08-12 14:41:01.488000-04:00,2026-08-12 14:43:01.781000-04:00,2.0048833333333334,2026-08-12,-14.662500000000001,24.6625
NQ:flow,NQ,-1,65.0,2026-08-12 15:21:28.893000-04:00,2026-08-12 15:23:42.499000-04:00,2.226766666666667,2026-08-12,15.275,49.725
NQ:flow,NQ,-1,-45.0,2026-08-12 15:51:24.487000-04:00,2026-08-12 15:52:23.496000-04:00,0.9834833333333334,2026-08-12,4.0875,-49.0875
NQ:flow,NQ,-1,-230.0,2026-08-13 09:30:00.781000-04:00,2026-08-13 09:33:33.881000-04:00,3.5516666666666667,2026-08-13,-61.65,-168.35
NQ:flow,NQ,-1,-340.0,2026-08-13 11:41:53.343000-04:00,2026-08-13 11:43:53.615000-04:00,2.0045333333333333,2026-08-13,-24.787499999999998,-315.2125
NQ:flow,NQ,-1,-85.0,2026-08-13 12:45:32.875000-04:00,2026-08-13 12:47:56.750000-04:00,2.3979166666666667,2026-08-13,-4.0625,-80.9375
NQ:flow,NQ,1,-20.0,2026-08-13 14:41:51.986000-04:00,2026-08-13 14:44:07.317000-04:00,2.2555166666666664,2026-08-13,20.0875,-40.0875
NQ:flow,NQ,-1,-80.0,2026-08-13 15:51:36.504000-04:00,2026-08-13 15:54:52.786000-04:00,3.2713666666666668,2026-08-13,-45.337500000000006,-34.662499999999994
NQ:flow,NQ,-1,430.0,2026-08-14 09:33:03.828000-04:00,2026-08-14 09:38:38.620000-04:00,5.579866666666666,2026-08-14,36.2375,393.7625
NQ:flow,NQ,1,135.0,2026-08-14 13:56:25.653000-04:00,2026-08-14 13:59:55.905000-04:00,3.5042,2026-08-14,-17.3625,152.3625
NQ:flow,NQ,-1,-135.0,2026-08-14 15:45:13.831000-04:00,2026-08-14 15:48:13.908000-04:00,3.0012833333333333,2026-08-14,21.150000000000002,-156.15
NQ:flow,NQ,-1,-515.0,2026-08-17 09:23:52.128000-04:00,2026-08-17 09:26:13.866000-04:00,2.3623,2026-08-17,-0.8999999999999999,-514.1
NQ:flow,NQ,-1,-1160.0,2026-08-18 09:30:02.747000-04:00,2026-08-18 09:35:42.567000-04:00,5.663666666666667,2026-08-18,20.75,-1180.75
NQ:flow,NQ,-1,-50.0,2026-08-18 10:11:11.792000-04:00,2026-08-18 10:14:59.927000-04:00,3.80225,2026-08-18,47.3125,-97.3125
NQ:flow,NQ,1,260.0,2026-08-18 11:21:52.649000-04:00,2026-08-18 11:23:52.341000-04:00,1.9948666666666666,2026-08-18,-21.3875,281.3875
NQ:flow,NQ,1,-65.0,2026-08-18 12:00:43.585000-04:00,2026-08-18 12:05:49.046000-04:00,5.0910166666666665,2026-08-18,-43.550000000000004,-21.449999999999996
NQ:flow,NQ,-1,-205.0,2026-08-18 15:26:34.981000-04:00,2026-08-18 15:28:34.548000-04:00,1.9927833333333331,2026-08-18,26.2875,-231.2875
NQ:flow,NQ,-1,-110.0,2026-08-18 15:54:31.656000-04:00,2026-08-18 15:57:18.387000-04:00,2.77885,2026-08-18,21.412499999999998,-131.4125
NQ:flow,NQ,1,-65.0,2026-08-18 15:59:45.618000-04:00,2026-08-18 15:59:46.145000-04:00,0.008783333333333334,2026-08-18,4.2,-69.2
NQ:flow,NQ,1,-35.0,2026-08-18 15:59:56.482000-04:00,2026-08-18 16:00:00.669000-04:00,0.06978333333333334,2026-08-18,-1.0,-34.0
NQ:flow,NQ,-1,510.0,2026-08-19 09:26:52.888000-04:00,2026-08-19 09:28:52.539000-04:00,1.9941833333333332,2026-08-19,20.1875,489.8125
NQ:flow,NQ,-1,-1115.0,2026-08-19 09:30:24.664000-04:00,2026-08-19 09:32:07.598000-04:00,1.7155666666666667,2026-08-19,23.487499999999997,-1138.4875
NQ:flow,NQ,-1,-150.0,2026-08-19 09:39:54.709000-04:00,2026-08-19 09:43:00.737000-04:00,3.1004666666666667,2026-08-19,10.85,-160.85
NQ:flow,NQ,-1,-580.0,2026-08-19 11:41:59.949000-04:00,2026-08-19 11:44:36.494000-04:00,2.609083333333333,2026-08-19,27.137500000000003,-607.1375
NQ:flow,NQ,1,-390.0,2026-08-19 11:44:55.406000-04:00,2026-08-19 11:54:29.083000-04:00,9.561283333333334,2026-08-19,-116.3125,-273.6875
NQ:flow,NQ,-1,270.0,2026-08-19 15:36:59.959000-04:00,2026-08-19 15:41:38.869000-04:00,4.6485,2026-08-19,104.5125,165.4875
NQ:flow,NQ,1,0.0,2026-08-20 12:24:19.669000-04:00,2026-08-20 12:26:31.953000-04:00,2.204733333333333,2026-08-20,-11.225000000000001,11.225000000000001
NQ:flow,NQ,-1,-140.0,2026-08-20 14:07:35.891000-04:00,2026-08-20 14:07:44.684000-04:00,0.14654999999999999,2026-08-20,-1.1,-138.9
NQ:flow,NQ,-1,-50.0,2026-08-20 15:51:15.522000-04:00,2026-08-20 15:53:26.073000-04:00,2.1758499999999996,2026-08-20,8.0875,-58.0875
NQ:flow,NQ,1,-10.0,2026-08-20 15:59:45.657000-04:00,2026-08-20 15:59:46.116000-04:00,0.0076500000000000005,2026-08-20,-14.299999999999999,4.299999999999999
NQ:flow,NQ,1,330.0,2026-08-20 15:59:46.648000-04:00,2026-08-20 16:00:00.635000-04:00,0.23311666666666667,2026-08-20,-6.0875,336.0875
NQ:ibs,NQ,-1,2395.0,2026-08-07 15:59:00-04:00,2026-08-10 15:59:00-04:00,4320.0,2026-08-10,,
NQ:onbreak,NQ,1,4160.0,2026-07-30 10:00:00-04:00,2026-07-31 10:00:00-04:00,1440.0,2026-07-31,,
NQ:onbreak,NQ,1,8042.5,2026-07-31 10:36:00-04:00,2026-08-03 15:59:00-04:00,4643.0,2026-08-03,,
NQ:onbreak,NQ,1,0.0,2026-07-31 10:36:00-04:00,2026-08-05 12:23:00.430000-04:00,7307.007166666666,2026-08-05,,
NQ:onbreak,NQ,1,515.0,2026-08-06 10:00:00-04:00,2026-08-06 10:40:00-04:00,40.0,2026-08-06,152.10000000000002,362.9
NQ:onbreak,NQ,-1,-360.0,2026-08-10 11:33:00-04:00,2026-08-10 11:41:00-04:00,8.0,2026-08-10,43.550000000000004,-403.55
NQ:onbreak,NQ,1,-145.0,2026-08-13 10:00:00-04:00,2026-08-13 11:33:00-04:00,93.0,2026-08-13,387.1125,-532.1125
NQ:onbreak,NQ,-1,-60.0,2026-08-14 11:03:00-04:00,2026-08-14 15:59:00-04:00,296.0,2026-08-14,1983.8,-2043.8
NQ:onbreak,NQ,-1,-650.0,2026-08-18 10:00:00-04:00,2026-08-18 10:27:00-04:00,27.0,2026-08-18,200.475,-850.475
NQ:onbreak,NQ,-1,-820.0,2026-08-19 10:11:00-04:00,2026-08-19 10:17:00-04:00,6.0,2026-08-19,50.875,-870.875
NQ:onbreak,NQ,-1,315.0,2026-08-20 12:02:00-04:00,2026-08-20 15:59:00-04:00,237.0,2026-08-20,548.625,-233.625
NQ:opendrive,NQ,1,4160.0,2026-07-30 10:00:00-04:00,2026-07-31 10:00:00-04:00,1440.0,2026-07-31,,
NQ:opendrive,NQ,1,7102.5,2026-07-31 15:59:00-04:00,2026-08-03 15:59:00-04:00,4320.0,2026-08-03,,
NQ:opendrive,NQ,1,0.0,2026-07-31 15:59:00-04:00,2026-08-05 12:23:00.430000-04:00,6984.007166666666,2026-08-05,,
NQ:opendrive,NQ,1,-260.0,2026-08-06 10:00:00-04:00,2026-08-06 15:59:00-04:00,359.0,2026-08-06,1353.9750000000001,-1613.9750000000001
NQ:opendrive,NQ,-1,-2965.0,2026-08-07 10:00:00-04:00,2026-08-07 11:27:49.728000-04:00,87.8288,2026-08-07,-204.8125,-2760.1875
NQ:opendrive,NQ,1,-2170.0,2026-08-10 10:06:08.473000-04:00,2026-08-10 15:59:00-04:00,352.8587833333333,2026-08-10,-411.75,-1758.25
NQ:opendrive,NQ,-1,200.0,2026-08-11 12:20:51.020000-04:00,2026-08-11 15:59:00-04:00,218.14966666666666,2026-08-11,2354.2124999999996,-2154.2124999999996
NQ:opendrive,NQ,-1,250.0,2026-08-12 10:05:00.136000-04:00,2026-08-12 15:59:00-04:00,353.9977333333334,2026-08-12,1079.0375,-829.0374999999999
NQ:opendrive,NQ,1,65.0,2026-08-13 10:00:43.307000-04:00,2026-08-13 15:59:00-04:00,358.27821666666665,2026-08-13,3021.9125000000004,-2956.9125000000004
NQ:opendrive,NQ,-1,970.0,2026-08-14 10:19:20.757000-04:00,2026-08-14 15:59:00-04:00,339.65405,2026-08-14,2615.8125,-1645.8125
NQ:opendrive,NQ,1,-3775.0,2026-08-17 11:04:20.547000-04:00,2026-08-17 19:28:03.365000-04:00,503.71363333333335,2026-08-17,,
NQ:opendrive,NQ,-1,325.0,2026-08-18 10:10:18.780000-04:00,2026-08-18 15:59:00-04:00,348.687,2026-08-18,1774.5,-1449.5
NQ:opendrive,NQ,-1,-2190.0,2026-08-19 10:11:10.471000-04:00,2026-08-19 15:59:00-04:00,347.8254833333333,2026-08-19,189.375,-2379.375
NQ:opendrive_orb,NQ,1,2800.0,2026-07-30 10:00:59.439000-04:00,2026-07-31 10:01:23.048000-04:00,1440.3934833333333,2026-07-31,,
NQ:opendrive_orb,NQ,1,6997.5,2026-07-31 15:59:00-04:00,2026-08-03 15:59:00-04:00,4320.0,2026-08-03,,
NQ:opendrive_orb,NQ,1,0.0,2026-07-31 15:59:00-04:00,2026-08-05 12:23:00.430000-04:00,6984.007166666666,2026-08-05,,
NQ:opendrive_orb,NQ,1,-780.0,2026-08-06 10:00:04.243000-04:00,2026-08-06 15:59:00-04:00,358.92928333333333,2026-08-06,1333.75,-2113.75
NQ:opendrive_orb,NQ,-1,-3575.0,2026-08-07 10:02:09.569000-04:00,2026-08-07 11:26:08.953000-04:00,83.98973333333333,2026-08-07,-237.825,-3337.175
NQ:opendrive_orb,NQ,1,-2170.0,2026-08-10 10:06:08.473000-04:00,2026-08-10 15:59:00-04:00,352.8587833333333,2026-08-10,-379.96250000000003,-1790.0375
NQ:pivot,NQ,1,6870.0,2026-07-30 09:46:00-04:00,2026-08-03 09:31:00-04:00,5745.0,2026-08-03,,
NQ:pivot,NQ,1,-650.0,2026-08-03 09:37:00-04:00,2026-08-03 09:41:00-04:00,4.0,2026-08-03,133.375,-783.375
NQ:pivot,NQ,1,11440.0,2026-08-03 09:58:00-04:00,2026-08-04 10:07:00-04:00,1449.0,2026-08-04,,
NQ:pivot,NQ,1,11595.0,2026-08-03 09:58:00-04:00,2026-08-04 10:08:00-04:00,1450.0,2026-08-04,,
NQ:pivot,NQ,1,1275.0,2026-08-04 10:09:00-04:00,2026-08-04 11:10:00-04:00,61.0,2026-08-04,1571.45,-296.45000000000005
NQ:pivot,NQ,1,0.0,2026-08-04 10:09:00-04:00,2026-08-05 12:23:00.430000-04:00,1574.0071666666665,2026-08-05,,
NQ:pivot,NQ,-1,-3900.0,2026-08-06 09:33:00-04:00,2026-08-06 09:45:00-04:00,12.0,2026-08-06,-99.525,-3800.475
NQ:pivot,NQ,-1,-1285.0,2026-08-06 10:01:00-04:00,2026-08-06 10:11:00-04:00,10.0,2026-08-06,-119.71249999999999,-1165.2875
NQ:pivot,NQ,1,2820.0,2026-08-07 09:30:00-04:00,2026-08-07 15:59:00-04:00,389.0,2026-08-07,2805.0,15.0
NQ:pivot,NQ,1,835.0,2026-08-10 09:35:00-04:00,2026-08-10 09:36:00-04:00,1.0,2026-08-10,-13.0,848.0
NQ:pivot,NQ,-1,320.0,2026-08-10 09:37:00-04:00,2026-08-10 09:38:00-04:00,1.0,2026-08-10,2.1125,317.8875
NQ:pivot,NQ,-1,-220.0,2026-08-10 09:41:00-04:00,2026-08-10 09:42:00-04:00,1.0,2026-08-10,-2.325,-217.675
NQ:pivot,NQ,-1,2413.399999999965,2026-08-18 09:35:23.914000-04:00,2026-08-18 10:11:00-04:00,35.60143333333333,2026-08-18,212.63750000000002,2200.7624999999653
NQ:pivot,NQ,-1,1168.399999999965,2026-08-18 10:18:06.065000-04:00,2026-08-18 10:59:00-04:00,40.898916666666665,2026-08-18,133.66250000000002,1034.7374999999652
NQ:pivot,NQ,1,-118.39999999996508,2026-08-18 11:00:27.659000-04:00,2026-08-18 11:01:00-04:00,0.5390166666666667,2026-08-18,-14.850000000000001,-103.54999999996508
NQ:trendjoin,NQ,-1,-1130.0,2026-08-18 10:12:00-04:00,2026-08-18 10:21:00-04:00,9.0,2026-08-18,90.8125,-1220.8125
NQ:trendjoin,NQ,-1,-1480.0,2026-08-19 09:49:00-04:00,2026-08-19 10:54:00-04:00,65.0,2026-08-19,-60.612500000000004,-1419.3875
NQ:trendjoin,NQ,1,850.0,2026-08-19 10:55:00-04:00,2026-08-19 12:25:00-04:00,90.0,2026-08-19,86.0,764.0
NQ:trendjoin,NQ,-1,-1355.0,2026-08-20 12:07:00-04:00,2026-08-20 12:45:00-04:00,38.0,2026-08-20,119.825,-1474.825
NQ:trendjoin_narrow,NQ,1,-1260.0,2026-08-17 11:08:00-04:00,2026-08-17 11:41:00-04:00,33.0,2026-08-17,-209.25,-1050.75
NQ:trendjoin_narrow,NQ,-1,-1075.0,2026-08-18 09:34:00-04:00,2026-08-18 09:36:00-04:00,2.0,2026-08-18,0.1625,-1075.1625
NQ:trendjoin_narrow,NQ,1,-1435.0,2026-08-18 09:39:00-04:00,2026-08-18 09:47:00-04:00,8.0,2026-08-18,-5.6000000000000005,-1429.4
NQ:trendjoin_narrow,NQ,-1,2430.0,2026-08-18 09:48:00-04:00,2026-08-18 11:18:00-04:00,90.0,2026-08-18,320.25,2109.75
NQ:trendjoin_narrow,NQ,-1,545.0,2026-08-19 09:37:00-04:00,2026-08-19 11:07:00-04:00,90.0,2026-08-19,-82.41250000000001,627.4125
NQ:trendjoin_narrow,NQ,1,-95.0,2026-08-19 11:08:00-04:00,2026-08-19 12:38:00-04:00,90.0,2026-08-19,119.75,-214.75
NQ:trendjoin_narrow,NQ,-1,-1405.0,2026-08-19 14:18:00-04:00,2026-08-19 14:31:00-04:00,13.0,2026-08-19,65.2625,-1470.2625
NQ:trendjoin_narrow,NQ,-1,-1130.0,2026-08-20 12:02:00-04:00,2026-08-20 12:45:00-04:00,43.0,2026-08-20,138.575,-1268.575
NQ:trendjoin_narrow,NQ,-1,-1090.0,2026-08-20 14:09:00-04:00,2026-08-20 15:08:00-04:00,59.0,2026-08-20,281.7625,-1371.7625
NQ:vwapbreak,NQ,1,-1660.0,2026-07-30 10:00:00-04:00,2026-07-30 10:55:00-04:00,55.0,2026-07-30,844.2,-2504.2
NQ:vwapbreak,NQ,-1,-1030.0,2026-07-31 10:03:00-04:00,2026-07-31 10:52:00-04:00,49.0,2026-07-31,-251.9875,-778.0125
NQ:vwapbreak,NQ,1,5455.0,2026-08-03 10:00:00-04:00,2026-08-03 15:59:00-04:00,359.0,2026-08-03,8659.425,-3204.4249999999993
NQ:vwapbreak,NQ,1,0.0,2026-08-04 10:06:00-04:00,2026-08-05 12:23:00.430000-04:00,1577.0071666666665,2026-08-05,,
NQ:vwapbreak,NQ,1,-625.0,2026-08-06 10:07:00-04:00,2026-08-06 12:00:00-04:00,113.0,2026-08-06,-277.2875,-347.7125
NQ:vwapbreak,NQ,1,-2580.0,2026-08-07 11:26:00-04:00,2026-08-07 14:45:00-04:00,199.0,2026-08-07,23.137500000000003,-2603.1375
NQ:vwapbreak,NQ,1,-510.0,2026-08-10 10:25:02.461000-04:00,2026-08-10 10:54:00-04:00,28.958983333333332,2026-08-10,-26.412499999999998,-483.5875
NQ:vwapbreak,NQ,-1,-440.0,2026-08-12 10:07:17.869000-04:00,2026-08-12 10:11:00-04:00,3.702183333333333,2026-08-12,4.8375,-444.8375
NQ:vwapbreak,NQ,-1,-800.0,2026-08-19 10:39:00.719000-04:00,2026-08-19 10:54:00-04:00,14.988016666666665,2026-08-19,60.575,-860.575
NQ:zones_gap,NQ,-1,-865.0,2026-08-10 09:31:00-04:00,2026-08-10 10:31:00-04:00,60.0,2026-08-10,215.67499999999998,-1080.675
NQ:zones_gap,NQ,1,-1440.0,2026-08-10 12:01:00-04:00,2026-08-10 13:01:00-04:00,60.0,2026-08-10,-189.1875,-1250.8125
NQ:zones_gap,NQ,-1,3620.0,2026-08-11 11:01:00-04:00,2026-08-11 13:31:00-04:00,150.0,2026-08-11,1499.1625,2120.8375
NQ:zones_gap,NQ,1,7220.0,2026-08-13 10:01:00-04:00,2026-08-13 11:01:00-04:00,60.0,2026-08-13,251.8375,6968.1625
NQ:zones_gap,NQ,1,-920.0,2026-08-14 09:31:00-04:00,2026-08-14 10:31:00-04:00,60.0,2026-08-14,-505.6375,-414.3625
NQ:zones_gap,NQ,-1,-10.0,2026-08-17 09:31:00-04:00,2026-08-17 10:31:00-04:00,60.0,2026-08-17,422.875,-432.875
NQ:zones_gap,NQ,1,125.0,2026-08-17 11:01:00-04:00,2026-08-17 12:31:00-04:00,90.0,2026-08-17,-591.2375,716.2375
