night,month,hr,dir,extent,dur_min,vol,aligned_aggr,cpp,wdx,gap_share,start_px,start_tags,end_tags
2025-04-04,2025-04,8,1,8.0,2.7,2489,0.08,311.0,0.88,0.0,5395.25,-,-
2025-04-04,2025-04,8,-1,12.25,3.6,2949,0.1,241.0,0.86,0.0,5403.25,-,-
2025-04-04,2025-04,8,1,17.25,20.9,14019,0.04,813.0,0.89,0.0,5391.0,-,"mS1,VWAP"
2025-04-04,2025-04,8,-1,21.5,14.7,10473,0.07,487.0,0.87,0.0,5408.25,"mS1,VWAP",VW-2s
2025-04-04,2025-04,8,1,13.75,11.4,7818,0.07,569.0,0.88,0.0,5386.75,VW-2s,-
2025-04-04,2025-04,8,-1,16.75,11.5,7010,0.08,419.0,0.88,0.0,5400.5,-,VW-2s
2025-04-04,2025-04,9,1,9.5,4.3,2209,0.09,233.0,0.89,0.0,5383.75,VW-2s,-
2025-04-04,2025-04,9,-1,8.25,2.5,1178,0.12,143.0,0.88,0.0,5393.25,-,VW-2s
2025-04-04,2025-04,9,1,10.75,9.8,4400,0.04,409.0,0.87,0.0,5385.0,VW-2s,-
2025-04-04,2025-04,9,-1,16.5,9.8,9864,0.13,598.0,0.82,0.0,5395.75,-,"dS1,VW-2s,ONL"
2025-04-04,2025-04,9,1,16.5,10.0,8688,-0.08,527.0,0.87,0.0,5379.25,"dS1,VW-2s,ONL",-
2025-04-04,2025-04,9,-1,11.5,15.4,9283,0.03,807.0,0.86,0.0,5395.75,-,-
2025-04-04,2025-04,9,1,11.0,6.5,6058,0.02,551.0,0.87,0.0,5384.25,-,-
2025-04-04,2025-04,10,-1,9.0,0.7,739,0.3,82.0,0.82,0.0,5395.25,-,-
2025-04-04,2025-04,10,1,8.0,0.3,1194,-0.04,149.0,0.84,0.0,5386.25,-,-
2025-04-04,2025-04,10,-1,19.5,1.2,14248,0.13,731.0,0.75,0.0,5394.25,-,"VW-2s,ONL"
2025-04-04,2025-04,10,1,11.25,0.7,5613,0.06,499.0,0.78,0.0,5374.75,"VW-2s,ONL",-
2025-04-04,2025-04,10,-1,32.25,3.9,17315,0.05,537.0,0.79,0.0,5386.0,-,"VW-3s,ONL"
2025-04-04,2025-04,10,1,13.0,0.9,4122,-0.01,317.0,0.84,0.0,5353.75,"VW-3s,ONL",VW-2s
2025-04-04,2025-04,10,-1,28.0,7.0,21935,0.06,783.0,0.81,0.0,5366.75,VW-2s,"VW-3s,ONL"
2025-04-04,2025-04,10,1,11.75,0.4,1651,0.25,141.0,0.83,0.0,5338.75,"VW-3s,ONL",-
2025-04-04,2025-04,10,-1,24.0,1.6,6141,0.15,256.0,0.82,0.0,5350.5,-,ONL
2025-04-04,2025-04,10,1,9.25,0.2,1650,0.19,178.0,0.84,0.0,5326.5,ONL,-
2025-04-04,2025-04,10,-1,37.0,2.6,19512,0.1,527.0,0.79,0.0,5335.75,-,ONL
2025-04-04,2025-04,10,1,28.0,1.4,10604,0.05,379.0,0.82,0.0,5298.75,ONL,VW-2s
2025-04-04,2025-04,10,-1,23.75,2.9,13904,0.14,585.0,0.81,0.0,5326.75,VW-2s,-
2025-04-04,2025-04,10,1,8.25,0.5,1598,0.11,194.0,0.86,0.0,5303.0,-,-
2025-04-04,2025-04,10,-1,22.0,1.1,5036,0.15,229.0,0.82,0.0,5311.25,-,"wS3,ONL"
2025-04-04,2025-04,10,1,30.0,1.9,8942,0.14,298.0,0.84,0.0,5289.25,"wS3,ONL",-
2025-04-04,2025-04,10,-1,16.0,1.1,4289,0.17,268.0,0.82,0.0,5319.25,-,-
2025-04-04,2025-04,10,1,12.25,0.3,1711,0.18,140.0,0.81,0.0,5303.25,-,-
2025-04-04,2025-04,10,-1,13.0,1.3,3440,0.03,265.0,0.85,0.0,5315.5,-,-
2025-04-04,2025-04,10,1,14.0,1.3,3859,0.12,276.0,0.83,0.0,5302.5,-,-
2025-04-04,2025-04,10,-1,8.25,0.9,1907,0.01,231.0,0.85,0.0,5316.5,-,-
2025-04-04,2025-04,10,1,11.0,0.9,1523,0.25,138.0,0.86,0.0,5308.25,-,-
2025-04-04,2025-04,10,-1,11.5,0.5,923,0.24,80.0,0.85,0.0,5319.25,-,-
2025-04-04,2025-04,10,1,9.75,0.4,1101,0.16,113.0,0.81,0.0,5307.75,-,-
2025-04-04,2025-04,10,-1,30.0,5.8,11997,0.04,400.0,0.85,0.0,5317.5,-,"wS3,ONL"
2025-04-04,2025-04,10,1,8.5,0.3,880,0.15,104.0,0.82,0.0,5287.5,"wS3,ONL",-
2025-04-04,2025-04,10,-1,13.25,1.2,2659,0.08,201.0,0.82,0.0,5296.0,-,ONL
2025-04-04,2025-04,10,1,12.25,0.7,1932,0.07,158.0,0.83,0.0,5282.75,ONL,VW-2s
2025-04-04,2025-04,10,-1,9.25,1.8,3532,0.09,382.0,0.82,0.0,5295.0,VW-2s,-
2025-04-04,2025-04,10,1,11.0,1.3,2362,0.12,215.0,0.85,0.0,5285.75,-,-
2025-04-04,2025-04,10,-1,33.75,2.9,14635,0.17,434.0,0.75,0.0,5296.75,-,ONL
2025-04-04,2025-04,10,1,10.5,0.2,1059,0.17,101.0,0.83,0.0,5263.0,ONL,-
2025-04-04,2025-04,10,-1,10.5,0.9,3255,-0.04,310.0,0.82,0.0,5273.5,-,ONL
2025-04-04,2025-04,10,1,8.0,1.0,2694,0.1,337.0,0.83,0.0,5263.0,ONL,-
2025-04-04,2025-04,10,-1,9.25,1.0,3138,0.06,339.0,0.8,0.0,5271.0,-,ONL
2025-04-04,2025-04,10,1,18.0,0.9,3320,0.12,184.0,0.83,0.0,5261.75,ONL,-
2025-04-04,2025-04,10,-1,13.25,2.4,5639,0.06,426.0,0.83,0.0,5279.75,-,-
2025-04-04,2025-04,10,1,21.5,2.2,6680,0.03,311.0,0.83,0.0,5266.5,-,wS3
2025-04-04,2025-04,11,-1,8.0,0.8,2131,0.16,266.0,0.81,0.0,5288.0,wS3,-
2025-04-04,2025-04,11,1,11.25,3.5,8311,-0.0,739.0,0.83,0.0,5280.0,-,-
2025-04-04,2025-04,11,-1,23.75,4.2,9696,0.02,408.0,0.83,0.0,5291.25,-,-
2025-04-04,2025-04,11,1,12.0,1.1,2962,0.08,247.0,0.83,0.0,5267.5,-,-
2025-04-04,2025-04,11,-1,12.25,3.8,6293,0.01,514.0,0.86,0.0,5279.5,-,-
2025-04-04,2025-04,11,1,12.75,3.9,7482,0.05,587.0,0.85,0.0,5267.25,-,-
2025-04-04,2025-04,11,-1,68.5,12.5,37413,0.11,546.0,0.78,0.0,5280.0,-,ONL
2025-04-04,2025-04,11,1,23.75,0.7,3864,0.1,163.0,0.83,0.0,5211.5,ONL,VW-2s
2025-04-04,2025-04,11,-1,16.0,1.4,5371,-0.0,336.0,0.82,0.0,5235.25,VW-2s,-
2025-04-04,2025-04,11,1,9.5,0.2,1027,0.22,108.0,0.78,0.0,5219.25,-,-
2025-04-04,2025-04,11,-1,9.25,0.3,1326,0.04,143.0,0.85,0.0,5228.75,-,-
2025-04-04,2025-04,11,1,33.25,2.9,9323,0.14,280.0,0.82,0.0,5219.5,-,dS3
2025-04-04,2025-04,11,-1,8.75,0.8,2571,0.11,294.0,0.82,0.0,5252.75,dS3,-
2025-04-04,2025-04,11,1,17.25,1.8,4815,-0.02,279.0,0.84,0.0,5244.0,-,-
2025-04-04,2025-04,11,-1,24.5,4.3,10199,0.07,416.0,0.82,0.0,5261.25,-,-
2025-04-04,2025-04,11,1,11.25,0.6,1302,0.17,116.0,0.85,0.0,5236.75,-,-
2025-04-04,2025-04,11,-1,16.5,1.1,2587,0.04,157.0,0.85,0.0,5248.0,-,-
2025-04-04,2025-04,11,1,18.75,4.4,9619,0.07,513.0,0.82,0.0,5231.5,-,dS3
2025-04-04,2025-04,11,-1,12.0,0.6,1225,0.26,102.0,0.77,0.0,5250.25,dS3,-
2025-04-04,2025-04,11,1,49.0,9.9,22650,0.02,462.0,0.83,0.0,5238.25,-,wS3
2025-04-04,2025-04,11,-1,10.5,0.4,2313,0.14,220.0,0.77,0.0,5287.25,wS3,-
2025-04-04,2025-04,12,1,9.75,2.1,4517,-0.0,463.0,0.87,0.0,5276.75,-,-
2025-04-04,2025-04,12,-1,14.75,2.1,4457,0.05,302.0,0.84,0.0,5286.5,-,-
2025-04-04,2025-04,12,1,8.5,1.1,2020,0.04,238.0,0.82,0.0,5271.75,-,-
2025-04-04,2025-04,12,-1,14.5,1.2,4119,0.2,284.0,0.72,0.0,5280.25,-,-
2025-04-04,2025-04,12,1,8.0,0.6,1305,0.1,163.0,0.86,0.0,5265.75,-,-
2025-04-04,2025-04,12,-1,17.5,2.4,4989,0.09,285.0,0.83,0.0,5273.75,-,-
2025-04-04,2025-04,12,1,13.5,2.0,3968,-0.03,294.0,0.87,0.0,5256.25,-,-
2025-04-04,2025-04,12,-1,8.25,1.1,2166,0.29,263.0,0.8,0.0,5269.75,-,-
2025-04-04,2025-04,12,1,32.0,2.6,6265,0.12,196.0,0.8,0.0,5261.5,-,-
2025-04-04,2025-04,12,-1,15.5,0.8,2383,0.2,154.0,0.79,0.0,5293.5,-,-
2025-04-04,2025-04,12,1,12.25,0.5,1808,0.11,148.0,0.78,0.0,5278.0,-,wS3
2025-04-04,2025-04,12,-1,20.5,4.0,6898,0.22,336.0,0.82,0.0,5290.25,wS3,-
2025-04-04,2025-04,12,1,17.0,0.9,3237,0.1,190.0,0.79,0.0,5269.75,-,-
2025-04-04,2025-04,12,-1,18.75,2.1,3070,0.1,164.0,0.83,0.0,5286.75,-,-
2025-04-04,2025-04,12,1,9.5,0.5,716,0.28,75.0,0.79,0.0,5268.0,-,-
2025-04-04,2025-04,12,-1,8.5,0.7,559,0.13,66.0,0.86,0.0,5277.5,-,-
2025-04-04,2025-04,12,1,14.0,2.2,3744,-0.03,267.0,0.84,0.0,5269.0,-,-
2025-04-04,2025-04,12,-1,9.0,0.2,810,0.59,90.0,0.55,0.0,5283.0,-,-
2025-04-04,2025-04,12,1,38.0,2.9,5079,0.17,134.0,0.75,0.0,5274.0,-,-
2025-04-04,2025-04,12,-1,25.0,0.1,904,-0.05,36.0,0.82,0.0,5312.0,-,-
2025-04-04,2025-04,12,1,18.25,0.2,1851,0.05,101.0,0.8,0.0,5287.0,-,-
2025-04-04,2025-04,12,-1,25.25,0.7,4708,0.2,186.0,0.73,0.0,5305.25,-,-
2025-04-04,2025-04,12,1,30.75,4.0,14093,0.01,458.0,0.77,0.0,5280.0,-,-
2025-04-04,2025-04,12,-1,47.75,3.9,14318,0.05,300.0,0.78,0.0,5310.75,-,-
2025-04-04,2025-04,12,1,12.75,0.4,1829,0.32,143.0,0.76,0.0,5263.0,-,-
2025-04-04,2025-04,12,-1,11.0,0.6,1135,0.08,103.0,0.82,0.0,5275.75,-,-
2025-04-04,2025-04,12,1,13.25,1.0,1872,-0.0,141.0,0.84,0.0,5264.75,-,-
2025-04-04,2025-04,12,-1,8.75,0.4,536,0.29,61.0,0.81,0.0,5278.0,-,-
2025-04-04,2025-04,12,1,20.25,1.0,2549,0.09,126.0,0.8,0.0,5269.25,-,wS3
2025-04-04,2025-04,12,-1,9.25,1.2,1692,0.07,183.0,0.82,0.0,5289.5,wS3,-
2025-04-04,2025-04,12,1,18.5,1.3,3049,0.13,165.0,0.78,0.0,5280.25,-,-
2025-04-04,2025-04,12,-1,11.25,0.1,1053,0.38,94.0,0.75,0.0,5298.75,-,wS3
2025-04-04,2025-04,12,1,14.0,0.3,1644,0.01,117.0,0.81,0.0,5287.5,wS3,-
2025-04-04,2025-04,12,-1,13.25,0.9,3546,0.16,268.0,0.75,0.0,5301.5,-,wS3
2025-04-04,2025-04,12,1,11.5,0.2,1020,0.45,89.0,0.69,0.0,5288.25,wS3,-
2025-04-04,2025-04,12,-1,9.25,0.7,1583,0.01,171.0,0.81,0.0,5299.75,-,wS3
2025-04-04,2025-04,12,1,8.25,1.0,1713,-0.04,208.0,0.84,0.0,5290.5,wS3,-
2025-04-04,2025-04,12,-1,11.25,0.7,1300,0.17,116.0,0.81,0.0,5298.75,-,wS3
2025-04-04,2025-04,12,1,16.75,0.9,1901,0.14,113.0,0.8,0.0,5287.5,wS3,-
2025-04-04,2025-04,12,-1,18.75,0.7,2785,0.12,149.0,0.81,0.0,5304.25,-,-
2025-04-04,2025-04,12,1,26.0,3.6,11540,-0.11,444.0,0.81,0.0,5285.5,-,-
2025-04-04,2025-04,12,-1,15.5,1.3,2612,0.07,169.0,0.81,0.0,5311.5,-,-
2025-04-04,2025-04,12,1,9.0,1.5,2270,0.09,252.0,0.83,0.0,5296.0,-,-
2025-04-04,2025-04,12,-1,11.0,2.2,2757,0.15,251.0,0.85,0.0,5305.0,-,-
2025-04-07,2025-04,22,1,0.0,0.1,4036,-0.06,16144.0,0.66,0.0,4977.0,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL"
2025-04-07,2025-04,22,-1,46.25,0.6,5348,0.25,116.0,0.52,0.0,4977.0,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL",ONL
2025-04-07,2025-04,22,1,16.25,0.1,1954,0.24,120.0,0.57,0.0,4930.75,ONL,-
2025-04-07,2025-04,22,-1,50.75,0.5,6318,0.39,124.0,0.48,0.0,4947.0,-,ONL
2025-04-07,2025-04,22,1,24.5,0.3,2387,0.04,97.0,0.77,0.0,4896.25,ONL,mS3
2025-04-07,2025-04,22,-1,10.0,0.1,627,-0.11,63.0,0.76,0.0,4920.75,mS3,-
2025-04-07,2025-04,22,1,32.75,0.2,1458,0.31,45.0,0.69,0.0,4910.75,-,-
2025-04-07,2025-04,22,-1,59.0,0.5,2079,0.16,35.0,0.75,0.0,4943.5,-,ONL
2025-04-07,2025-04,22,1,20.5,0.1,688,0.09,34.0,0.78,0.0,4884.5,ONL,-
2025-04-07,2025-04,22,-1,73.0,0.4,1940,0.27,27.0,0.77,0.0,4905.0,-,ONL
2025-04-07,2025-04,22,1,56.0,0.5,1894,0.34,34.0,0.7,0.0,4832.0,ONL,-
2025-04-07,2025-04,22,-1,11.5,0.2,1090,0.0,95.0,0.83,0.0,4888.0,-,-
2025-04-07,2025-04,22,1,39.25,0.4,1224,0.29,31.0,0.82,0.0,4876.5,-,dS2
2025-04-07,2025-04,22,-1,49.75,0.5,1799,0.37,36.0,0.74,0.0,4915.75,dS2,-
2025-04-07,2025-04,22,1,26.5,0.1,309,0.28,12.0,0.85,0.0,4866.0,-,-
2025-04-07,2025-04,22,-1,28.75,0.3,739,0.18,26.0,0.87,0.0,4892.5,-,-
2025-04-07,2025-04,22,1,25.75,0.1,296,0.35,11.0,0.84,0.0,4863.75,-,-
2025-04-07,2025-04,22,-1,32.5,0.2,431,0.12,13.0,0.87,0.0,4889.5,-,wS1
2025-04-07,2025-04,22,1,16.0,0.2,524,-0.05,33.0,0.84,0.0,4857.0,wS1,-
2025-04-07,2025-04,22,-1,20.75,0.1,295,0.26,14.0,0.81,0.0,4873.0,-,VW-2s
2025-04-07,2025-04,22,1,10.25,0.0,132,-0.14,13.0,0.96,0.0,4852.25,VW-2s,-
2025-04-07,2025-04,22,-1,22.25,0.2,1350,0.06,61.0,0.72,0.0,4862.5,-,-
2025-04-07,2025-04,22,1,24.75,0.1,1181,0.37,48.0,0.66,0.0,4840.25,-,-
2025-04-07,2025-04,22,-1,24.5,0.1,460,0.37,19.0,0.82,0.0,4865.0,-,-
2025-04-07,2025-04,22,1,21.0,0.2,747,0.01,36.0,0.82,0.0,4840.5,-,-
2025-04-07,2025-04,22,-1,21.0,0.2,699,0.27,33.0,0.75,0.0,4861.5,-,-
2025-04-07,2025-04,22,1,20.25,0.1,446,0.3,22.0,0.8,0.0,4840.5,-,-
2025-04-07,2025-04,22,-1,9.5,0.0,115,-0.01,12.0,0.85,0.0,4860.75,-,-
2025-04-07,2025-04,22,1,23.75,0.2,456,0.04,19.0,0.84,0.0,4851.25,-,-
2025-04-07,2025-04,22,-1,16.0,0.1,225,0.32,14.0,0.81,0.0,4875.0,-,-
2025-04-07,2025-04,22,1,9.25,0.0,141,0.26,15.0,0.83,0.0,4859.0,-,-
2025-04-07,2025-04,22,-1,11.5,0.1,220,0.21,19.0,0.86,0.0,4868.25,-,wS1
2025-04-07,2025-04,22,1,39.5,1.2,3753,0.04,95.0,0.77,0.0,4856.75,wS1,-
2025-04-07,2025-04,22,-1,19.25,0.6,1571,0.26,82.0,0.74,0.0,4896.25,-,-
2025-04-07,2025-04,22,1,33.0,1.2,2725,0.29,83.0,0.7,0.0,4877.0,-,-
2025-04-07,2025-04,22,-1,9.75,0.1,275,0.24,28.0,0.74,0.0,4910.0,-,-
2025-04-07,2025-04,22,1,30.75,1.0,2447,0.3,80.0,0.69,0.0,4900.25,-,-
2025-04-07,2025-04,22,-1,26.5,0.7,2080,0.11,78.0,0.77,0.0,4931.0,-,VWAP
2025-04-07,2025-04,22,1,22.5,0.8,1402,0.35,62.0,0.72,0.0,4904.5,VWAP,-
2025-04-07,2025-04,22,-1,15.0,0.5,925,-0.04,62.0,0.82,0.0,4927.0,-,-
2025-04-07,2025-04,22,1,22.75,0.1,865,0.6,38.0,0.63,0.0,4912.0,-,-
2025-04-07,2025-04,22,-1,38.0,1.2,2666,0.17,70.0,0.8,0.0,4934.75,-,-
2025-04-07,2025-04,22,1,8.5,0.1,327,0.16,38.0,0.77,0.0,4896.75,-,-
2025-04-07,2025-04,22,-1,13.25,0.7,1186,-0.22,90.0,0.8,0.0,4905.25,-,-
2025-04-07,2025-04,22,1,17.5,1.2,2187,0.31,125.0,0.66,0.0,4892.0,-,-
2025-04-07,2025-04,22,-1,16.5,0.5,718,0.14,44.0,0.77,0.0,4909.5,-,-
2025-04-07,2025-04,22,1,21.75,0.7,1705,0.29,78.0,0.71,0.0,4893.0,-,dS2
2025-04-07,2025-04,22,-1,34.5,1.7,2679,0.1,78.0,0.77,0.0,4914.75,dS2,-
2025-04-07,2025-04,22,1,21.75,1.2,1755,0.19,81.0,0.74,0.0,4880.25,-,-
2025-04-07,2025-04,22,-1,15.5,0.8,1321,-0.05,85.0,0.79,0.0,4902.0,-,-
2025-04-07,2025-04,22,1,14.75,2.0,1850,0.24,125.0,0.76,0.0,4886.5,-,-
2025-04-07,2025-04,22,-1,10.5,0.6,459,0.1,44.0,0.78,0.0,4901.25,-,-
2025-04-07,2025-04,22,1,30.0,2.3,5295,0.12,176.0,0.73,0.0,4890.75,-,mS3
2025-04-07,2025-04,22,-1,9.25,0.1,196,0.18,21.0,0.83,0.0,4920.75,mS3,-
2025-04-07,2025-04,22,1,15.75,1.9,2779,0.05,176.0,0.79,0.0,4911.5,-,-
2025-04-07,2025-04,22,-1,43.75,2.4,4791,0.21,110.0,0.74,0.0,4927.25,-,-
2025-04-07,2025-04,22,1,28.25,2.2,2816,0.11,100.0,0.79,0.0,4883.5,-,-
2025-04-07,2025-04,22,-1,13.5,1.1,1513,0.18,112.0,0.75,0.0,4911.75,-,-
2025-04-07,2025-04,22,1,11.5,0.4,490,0.18,43.0,0.84,0.0,4898.25,-,-
2025-04-07,2025-04,22,-1,13.75,2.4,2364,-0.07,172.0,0.8,0.0,4909.75,-,-
2025-04-07,2025-04,22,1,18.0,4.0,3953,0.25,220.0,0.73,0.0,4896.0,-,-
2025-04-07,2025-04,22,-1,13.75,0.5,480,0.05,35.0,0.84,0.0,4914.0,-,-
2025-04-07,2025-04,22,1,13.0,1.8,1279,0.11,98.0,0.8,0.0,4900.25,-,-
2025-04-07,2025-04,22,-1,29.25,3.6,3645,0.16,125.0,0.79,0.0,4913.25,-,-
2025-04-07,2025-04,22,1,11.25,0.4,863,0.08,77.0,0.79,0.0,4884.0,-,-
2025-04-07,2025-04,22,-1,12.75,0.9,958,0.3,75.0,0.77,0.0,4895.25,-,-
2025-04-07,2025-04,22,1,10.5,0.1,183,0.34,17.0,0.82,0.0,4882.5,-,-
2025-04-07,2025-04,22,-1,18.0,3.9,2718,0.06,151.0,0.8,0.0,4893.0,-,-
2025-04-07,2025-04,22,1,12.0,4.2,3642,0.13,304.0,0.77,0.0,4875.0,-,-
2025-04-07,2025-04,22,-1,10.5,0.5,281,-0.03,27.0,0.86,0.0,4887.0,-,-
2025-04-07,2025-04,22,1,21.0,4.1,2874,0.21,137.0,0.78,0.0,4876.5,-,-
2025-04-07,2025-04,23,-1,15.5,3.2,2371,0.06,153.0,0.8,0.0,4897.5,-,-
2025-04-07,2025-04,23,1,14.25,1.6,1322,0.11,93.0,0.77,0.0,4882.0,-,-
2025-04-07,2025-04,23,-1,34.25,3.6,5438,0.06,159.0,0.75,0.0,4896.25,-,-
2025-04-07,2025-04,23,1,13.75,0.4,1676,0.41,122.0,0.65,0.0,4862.0,-,-
2025-04-07,2025-04,23,-1,22.75,0.2,1122,0.43,49.0,0.69,0.0,4875.75,-,-
2025-04-07,2025-04,23,1,17.0,0.2,633,0.15,37.0,0.82,0.0,4853.0,-,-
2025-04-07,2025-04,23,-1,15.0,0.7,1222,-0.08,81.0,0.82,0.0,4870.0,-,wS1
2025-04-07,2025-04,23,1,19.75,0.5,1045,0.28,53.0,0.79,0.0,4855.0,wS1,-
2025-04-07,2025-04,23,-1,14.5,1.5,1713,0.08,118.0,0.81,0.0,4874.75,-,-
2025-04-07,2025-04,23,1,23.0,2.4,2629,0.21,114.0,0.74,0.0,4860.25,-,-
2025-04-07,2025-04,23,-1,17.25,2.2,2070,0.3,120.0,0.76,0.0,4883.25,-,-
2025-04-07,2025-04,23,1,11.25,2.9,1329,0.15,118.0,0.78,0.0,4866.0,-,-
2025-04-07,2025-04,23,-1,9.75,1.4,797,0.03,82.0,0.79,0.0,4877.25,-,-
2025-04-07,2025-04,23,1,31.75,6.5,5162,0.09,163.0,0.75,0.0,4867.5,-,VWAP
2025-04-07,2025-04,23,-1,12.25,5.1,4123,0.06,337.0,0.79,0.0,4899.25,VWAP,-
2025-04-07,2025-04,23,1,33.75,2.6,3517,0.2,104.0,0.77,0.0,4887.0,-,mS3
2025-04-07,2025-04,23,-1,15.75,2.8,2632,0.1,167.0,0.8,0.0,4920.75,mS3,-
2025-04-07,2025-04,23,1,25.0,4.1,4460,0.18,178.0,0.75,0.0,4905.0,-,-
2025-04-07,2025-04,23,-1,19.0,2.9,1795,0.2,94.0,0.78,0.0,4930.0,-,-
2025-04-07,2025-04,23,1,12.0,3.5,2586,0.09,216.0,0.78,0.0,4911.0,-,mS3
2025-04-07,2025-04,23,-1,17.0,3.3,2021,0.11,119.0,0.78,0.0,4923.0,mS3,-
2025-04-07,2025-04,23,1,8.75,0.7,529,0.02,60.0,0.81,0.0,4906.0,-,dS2
2025-04-07,2025-04,23,-1,23.0,4.6,2824,0.09,123.0,0.76,0.0,4914.75,dS2,-
2025-04-07,2025-04,23,1,38.0,5.5,6611,0.13,174.0,0.76,0.0,4891.75,-,-
2025-04-07,2025-04,0,-1,56.0,2.1,4298,0.24,77.0,0.78,0.0,4929.75,-,-
2025-04-07,2025-04,0,1,38.0,1.3,2577,0.15,68.0,0.84,0.0,4873.75,-,-
2025-04-07,2025-04,0,-1,16.0,0.8,788,0.2,49.0,0.84,0.0,4911.75,-,-
2025-04-07,2025-04,0,1,12.75,0.9,972,0.1,76.0,0.82,0.0,4895.75,-,-
2025-04-07,2025-04,0,-1,14.5,2.1,1890,0.06,130.0,0.82,0.0,4908.5,-,-
2025-04-07,2025-04,0,1,8.0,1.0,1302,0.15,163.0,0.78,0.0,4894.0,-,VWAP
2025-04-07,2025-04,0,-1,16.0,2.2,2626,0.15,164.0,0.8,0.0,4902.0,VWAP,-
2025-04-07,2025-04,0,1,26.0,5.8,5230,0.17,201.0,0.78,0.0,4886.0,-,-
2025-04-07,2025-04,0,-1,8.25,0.4,406,0.0,49.0,0.82,0.0,4912.0,-,-
2025-04-07,2025-04,0,1,13.5,0.7,934,0.29,69.0,0.79,0.0,4903.75,-,dS2
2025-04-07,2025-04,0,-1,12.25,0.9,853,0.19,70.0,0.81,0.0,4917.25,dS2,-
2025-04-07,2025-04,0,1,8.25,1.9,1868,0.27,226.0,0.76,0.0,4905.0,-,-
2025-04-07,2025-04,0,-1,10.25,1.1,992,0.22,97.0,0.8,0.0,4913.25,-,-
2025-04-07,2025-04,0,1,27.0,8.8,7037,0.04,261.0,0.83,0.0,4903.0,-,-
2025-04-07,2025-04,0,-1,11.0,4.1,3826,-0.03,348.0,0.83,0.0,4930.0,-,-
2025-04-07,2025-04,0,1,15.5,2.3,3102,0.38,200.0,0.72,0.0,4919.0,-,-
2025-04-07,2025-04,0,-1,12.5,1.6,1693,0.11,135.0,0.83,0.0,4934.5,-,mS3
2025-04-07,2025-04,0,1,8.75,1.2,694,0.21,79.0,0.86,0.0,4922.0,mS3,-
2025-04-07,2025-04,0,-1,20.0,6.1,5328,0.01,266.0,0.84,0.0,4930.75,-,-
2025-04-07,2025-04,0,1,40.5,13.4,10903,0.1,269.0,0.83,0.0,4910.75,-,VW2s
2025-04-07,2025-04,1,-1,25.25,4.2,4140,0.09,164.0,0.85,0.0,4951.25,VW2s,-
2025-04-07,2025-04,1,1,35.25,8.5,6669,0.15,189.0,0.83,0.0,4926.0,-,-
2025-04-07,2025-04,1,-1,16.25,1.3,1938,0.31,119.0,0.79,0.0,4961.25,-,-
2025-04-07,2025-04,1,1,28.75,6.0,5119,0.12,178.0,0.81,0.0,4945.0,-,-
2025-04-07,2025-04,1,-1,10.5,0.5,653,0.23,62.0,0.79,0.0,4973.75,-,-
2025-04-07,2025-04,1,1,15.25,2.2,1578,0.23,103.0,0.8,0.0,4963.25,-,ONH
2025-04-07,2025-04,1,-1,8.0,1.1,1162,0.05,145.0,0.84,0.0,4978.5,ONH,-
2025-04-07,2025-04,1,1,12.5,1.4,1257,0.25,101.0,0.78,0.0,4970.5,-,ONH
2025-04-07,2025-04,1,-1,16.5,2.8,2370,0.08,144.0,0.8,0.0,4983.0,ONH,-
2025-04-07,2025-04,1,1,9.75,0.8,749,0.2,77.0,0.76,0.0,4966.5,-,-
2025-04-07,2025-04,1,-1,15.75,1.1,1129,0.1,72.0,0.85,0.0,4976.25,-,-
2025-04-07,2025-04,1,1,9.0,1.9,1512,0.15,168.0,0.8,0.0,4960.5,-,-
2025-04-07,2025-04,1,-1,26.0,3.6,3525,0.02,136.0,0.82,0.0,4969.5,-,-
2025-04-07,2025-04,1,1,18.0,3.7,2278,0.08,127.0,0.84,0.0,4943.5,-,-
2025-04-07,2025-04,1,-1,18.5,1.8,1210,0.16,65.0,0.85,0.0,4961.5,-,-
2025-04-07,2025-04,1,1,16.25,1.1,894,0.15,55.0,0.83,0.0,4943.0,-,-
2025-04-07,2025-04,1,-1,12.25,1.2,736,0.21,60.0,0.85,0.0,4959.25,-,-
2025-04-07,2025-04,1,1,46.5,9.2,9400,0.07,202.0,0.82,0.0,4947.0,-,ONH
2025-04-07,2025-04,1,-1,10.0,1.9,1942,0.12,194.0,0.79,0.0,4993.5,ONH,-
2025-04-07,2025-04,1,1,12.0,2.8,1702,0.15,142.0,0.81,0.0,4983.5,-,ONH
2025-04-07,2025-04,1,-1,11.5,1.3,1196,0.22,104.0,0.77,0.0,4995.5,ONH,-
2025-04-07,2025-04,2,1,8.0,0.6,419,0.12,52.0,0.84,0.0,4984.0,-,-
2025-04-07,2025-04,2,-1,16.5,1.7,1838,0.04,111.0,0.79,0.0,4992.0,-,-
2025-04-07,2025-04,2,1,16.0,3.1,2126,0.15,133.0,0.81,0.0,4975.5,-,-
2025-04-07,2025-04,2,-1,14.75,2.5,1213,0.09,82.0,0.89,0.0,4991.5,-,-
2025-04-07,2025-04,2,1,8.75,1.3,634,0.16,72.0,0.83,0.0,4976.75,-,-
