night,month,hr,dir,extent,dur_min,vol,aligned_aggr,cpp,wdx,gap_share,start_px,start_tags,end_tags
2025-02-18,2025-02,0,-1,2.25,22.5,1754,0.08,780.0,0.78,0.0,6141.25,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,VW-3s,ONL"
2025-02-18,2025-02,0,1,18.0,405.4,27297,0.11,1516.0,0.74,0.0,6139.0,"VW-2s,VW-3s,ONL","VW3s,ONH"
2025-02-18,2025-02,7,-1,12.25,175.6,28606,0.02,2335.0,0.8,0.0,6157.0,"VW3s,ONH",-
2025-02-19,2025-02,21,-1,5.0,50.6,57380,0.03,11476.0,0.71,0.0,6148.5,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,VW-3s,ONL"
2025-02-19,2025-02,21,1,13.25,304.1,25011,0.05,1888.0,0.75,0.0,6143.5,"VW-2s,VW-3s,ONL","pdH,VW3s,ONH"
2025-02-19,2025-02,2,-1,21.75,533.1,58269,0.04,2679.0,0.77,0.0,6156.75,"pdH,VW3s,ONH","VW-3s,ONL"
2025-02-20,2025-02,21,1,0.0,0.0,5423,-0.02,21692.0,0.76,0.0,6161.5,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL"
2025-02-20,2025-02,21,-1,19.75,565.2,76926,0.05,3895.0,0.79,0.0,6161.5,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,ONL"
2025-02-20,2025-02,6,1,13.0,223.4,27714,0.02,2132.0,0.79,0.0,6141.75,"VW-2s,ONL",dP
2025-02-21,2025-02,21,-1,6.75,15.0,31705,0.08,4697.0,0.77,0.0,6137.0,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","dP,VW-3s,ONL"
2025-02-21,2025-02,21,1,9.5,146.8,14726,0.08,1550.0,0.76,0.0,6130.25,"dP,VW-3s,ONL","VW2s,VW3s,ONH"
2025-02-21,2025-02,23,-1,11.5,325.7,20850,0.01,1813.0,0.81,0.0,6139.75,"VW2s,VW3s,ONH","dP,VW-3s,ONL"
2025-02-21,2025-02,5,1,9.0,138.7,9862,0.11,1096.0,0.73,0.0,6128.25,"dP,VW-3s,ONL","pdC,VW2s"
2025-02-21,2025-02,7,-1,9.75,49.1,8319,0.12,853.0,0.8,0.0,6137.25,"pdC,VW2s","VW-3s,ONL"
2025-02-24,2025-02,23,-1,8.5,2.7,4692,0.15,552.0,0.67,0.0,6042.5,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,ONL"
2025-02-24,2025-02,23,1,25.0,81.8,25919,0.07,1037.0,0.74,0.0,6034.0,"VW-2s,ONL","VW2s,ONH"
2025-02-24,2025-02,0,-1,11.5,66.3,14132,0.05,1229.0,0.8,0.0,6059.0,"VW2s,ONH",VWAP
2025-02-24,2025-02,1,1,16.0,298.0,28024,0.06,1752.0,0.77,0.0,6047.5,VWAP,"VW2s,ONH"
2025-02-24,2025-02,6,-1,21.75,107.7,25195,0.13,1158.0,0.8,0.0,6063.5,"VW2s,ONH",VW-2s
2025-02-24,2025-02,8,1,25.75,67.7,30852,0.04,1198.0,0.81,0.0,6041.75,VW-2s,"dP,VW2s,ONH"
2025-02-25,2025-02,21,-1,2.5,1.6,20504,0.08,8202.0,0.75,0.0,6001.75,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,VW-3s,ONL"
2025-02-25,2025-02,21,1,10.25,13.0,24830,0.04,2422.0,0.74,0.0,5999.25,"VW-2s,VW-3s,ONL","VW3s,ONH"
2025-02-25,2025-02,21,-1,14.25,160.3,26345,0.07,1849.0,0.76,0.0,6009.5,"VW3s,ONH","pdL,VW-3s,ONL"
2025-02-25,2025-02,23,1,20.0,129.2,35056,0.07,1753.0,0.77,0.0,5995.25,"pdL,VW-3s,ONL","VW3s,ONH"
2025-02-25,2025-02,2,-1,8.75,19.8,3871,0.16,442.0,0.73,0.0,6015.25,"VW3s,ONH",VWAP
2025-02-25,2025-02,2,1,9.25,40.4,6318,0.02,683.0,0.81,0.0,6006.5,VWAP,ONH
2025-02-25,2025-02,3,-1,33.5,295.6,42087,0.03,1256.0,0.79,0.0,6015.75,ONH,"wS1,ONL"
2025-02-25,2025-02,7,1,22.5,13.4,11622,0.17,517.0,0.8,0.0,5982.25,"wS1,ONL",VWAP
2025-02-25,2025-02,8,-1,20.5,46.9,18070,0.07,881.0,0.83,0.0,6004.75,VWAP,ONL
2025-02-25,2025-02,9,1,15.0,13.8,6681,-0.03,445.0,0.88,0.0,5984.25,ONL,-
2025-02-25,2025-02,9,-1,19.75,45.6,18212,0.09,922.0,0.83,0.0,5999.25,-,"wS1,ONL"
2025-02-25,2025-02,9,1,10.0,17.9,6558,0.1,656.0,0.82,0.0,5979.5,"wS1,ONL",-
2025-02-25,2025-02,10,-1,11.25,42.8,12859,0.06,1143.0,0.81,0.0,5989.5,-,"dS1,ONL"
2025-02-25,2025-02,11,1,25.0,86.5,31428,0.08,1257.0,0.82,0.0,5978.25,"dS1,ONL",pdC
2025-02-25,2025-02,12,-1,9.0,21.6,8596,-0.0,955.0,0.82,0.0,6003.25,pdC,pdL
2025-02-26,2025-02,21,-1,3.0,0.2,13244,0.02,4415.0,0.73,0.0,5972.5,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","dP,pdC,VWAP,VW-2s,VW-3s,ONL"
2025-02-26,2025-02,21,1,19.5,240.4,54824,0.0,2811.0,0.78,0.0,5969.5,"dP,pdC,VWAP,VW-2s,VW-3s,ONL","VW2s,ONH"
2025-02-26,2025-02,1,-1,11.0,68.9,8059,0.08,733.0,0.78,0.0,5989.0,"VW2s,ONH",VWAP
2025-02-26,2025-02,2,1,25.25,548.2,83363,0.14,3302.0,0.76,0.0,5978.0,VWAP,"VW2s,ONH"
2025-02-27,2025-02,21,1,5.5,0.1,11464,0.09,2084.0,0.7,0.0,5974.0,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","dP,wS1,VW2s,VW3s,ONH"
2025-02-27,2025-02,21,-1,11.5,2.2,12706,0.15,1105.0,0.75,0.0,5979.5,"dP,wS1,VW2s,VW3s,ONH","VW-3s,ONL"
2025-02-27,2025-02,21,1,14.25,17.7,17722,0.05,1244.0,0.84,0.0,5968.0,"VW-3s,ONL","dP,wS1,VW2s,VW3s,ONH"
2025-02-27,2025-02,21,-1,29.75,0.2,2652,0.19,89.0,0.8,0.0,5982.25,"dP,wS1,VW2s,VW3s,ONH",ONL
2025-02-27,2025-02,21,1,43.0,0.5,5516,0.08,128.0,0.81,0.0,5952.5,ONL,ONH
2025-02-27,2025-02,21,-1,32.75,1.3,10498,0.07,321.0,0.79,0.0,5995.5,ONH,VW-2s
2025-02-27,2025-02,21,1,22.75,0.8,4743,0.12,208.0,0.8,0.0,5962.75,VW-2s,-
2025-02-27,2025-02,21,-1,19.75,10.3,18876,-0.02,956.0,0.78,0.0,5985.5,-,VW-2s
2025-02-27,2025-02,21,1,25.75,23.3,17375,0.09,675.0,0.8,0.0,5965.75,VW-2s,-
2025-02-27,2025-02,21,-1,25.25,87.3,13581,0.06,538.0,0.76,0.0,5991.5,-,VW-2s
2025-02-27,2025-02,23,1,15.75,42.7,11056,0.02,702.0,0.82,0.0,5966.25,VW-2s,"dP,wS1"
2025-02-27,2025-02,0,-1,20.75,62.0,17871,0.12,861.0,0.82,0.0,5982.0,"dP,wS1",VW-2s
2025-02-27,2025-02,1,1,20.25,89.7,15005,0.05,741.0,0.81,0.0,5961.25,VW-2s,"dP,wS1"
2025-02-27,2025-02,2,-1,11.0,102.8,9926,-0.01,902.0,0.82,0.0,5981.5,"dP,wS1",pdC
2025-02-27,2025-02,4,1,32.25,195.7,27756,0.05,861.0,0.79,0.0,5970.5,pdC,"VW3s,ONH"
2025-02-27,2025-02,7,-1,12.75,26.8,6315,0.13,495.0,0.81,0.0,6002.75,"VW3s,ONH",-
2025-02-27,2025-02,8,1,24.25,276.1,57411,0.05,2367.0,0.83,0.0,5990.0,-,"dR1,ONH"
2025-02-28,2025-02,21,-1,4.0,1.4,26471,0.02,6618.0,0.76,0.0,5877.75,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","pdL,VW-2s,VW-3s,ONL"
2025-02-28,2025-02,21,1,16.25,121.3,62383,0.05,3839.0,0.74,0.0,5873.75,"pdL,VW-2s,VW-3s,ONL","VW3s,ONH"
2025-02-28,2025-02,23,-1,15.5,118.5,28395,0.02,1832.0,0.8,0.0,5890.0,"VW3s,ONH","pdL,ONL"
2025-02-28,2025-02,1,1,11.5,20.9,4831,0.07,420.0,0.81,0.0,5874.5,"pdL,ONL",-
2025-02-28,2025-02,1,-1,26.0,9.9,5748,0.18,221.0,0.8,0.0,5886.0,-,ONL
2025-02-28,2025-02,1,1,22.25,12.4,6534,0.13,294.0,0.83,0.0,5860.0,ONL,-
2025-02-28,2025-02,1,-1,23.25,124.0,35640,0.04,1533.0,0.82,0.0,5882.25,-,"VW-3s,ONL"
2025-02-28,2025-02,3,1,26.5,154.9,27822,-0.02,1050.0,0.83,0.0,5859.0,"VW-3s,ONL",-
2025-02-28,2025-02,6,-1,16.0,71.2,17100,0.07,1069.0,0.82,0.0,5885.5,-,-
2025-02-28,2025-02,7,1,31.0,246.9,69605,-0.01,2245.0,0.82,0.0,5869.5,-,ONH
2025-02-28,2025-02,11,-1,15.25,26.4,11191,0.15,734.0,0.81,0.0,5900.5,ONH,-
2025-02-28,2025-02,12,1,8.75,11.4,5887,-0.0,673.0,0.85,0.0,5885.25,-,-
2025-03-03,2025-03,23,-1,2.5,0.1,1603,-0.09,641.0,0.69,0.0,5967.5,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","pdC,VW-2s,VW-3s,ONL"
2025-03-03,2025-03,23,1,19.25,13.6,9123,0.11,474.0,0.73,0.0,5965.0,"pdC,VW-2s,VW-3s,ONL","VW2s,ONH"
2025-03-03,2025-03,23,-1,36.5,83.8,30971,0.1,849.0,0.79,0.0,5984.25,"VW2s,ONH",ONL
2025-03-03,2025-03,0,1,12.5,12.8,4312,0.02,345.0,0.82,0.0,5947.75,ONL,-
2025-03-03,2025-03,0,-1,8.75,10.2,3759,0.1,430.0,0.81,0.0,5960.25,-,-
2025-03-03,2025-03,1,1,11.0,8.3,2739,0.09,249.0,0.85,0.0,5951.5,-,pdC
2025-03-03,2025-03,1,-1,8.0,29.5,5974,0.07,747.0,0.84,0.0,5962.5,pdC,-
2025-03-03,2025-03,1,1,14.5,29.8,6202,0.08,428.0,0.82,0.0,5954.5,-,pdH
2025-03-03,2025-03,2,-1,9.0,22.3,3216,0.06,357.0,0.83,0.0,5969.0,pdH,wP
2025-03-03,2025-03,2,1,8.0,22.9,2937,0.19,367.0,0.8,0.0,5960.0,wP,-
2025-03-03,2025-03,2,-1,10.5,29.9,4572,0.03,435.0,0.82,0.0,5968.0,-,wP
2025-03-03,2025-03,3,1,24.5,210.8,23210,0.02,947.0,0.81,0.0,5957.5,wP,VW2s
2025-03-03,2025-03,6,-1,17.25,35.6,7403,0.1,429.0,0.82,0.0,5982.0,VW2s,pdC
2025-03-03,2025-03,7,1,13.5,39.1,12451,0.05,922.0,0.84,0.0,5964.75,pdC,-
2025-03-03,2025-03,8,-1,22.25,18.1,9916,0.05,446.0,0.83,0.0,5978.25,-,-
2025-03-03,2025-03,8,1,15.25,17.4,10302,0.03,676.0,0.85,0.0,5956.0,-,pdH
2025-03-03,2025-03,8,-1,9.0,23.5,9656,0.04,1073.0,0.84,0.0,5971.25,pdH,pdC
2025-03-03,2025-03,9,1,21.25,53.5,16052,0.03,755.0,0.84,0.0,5962.25,pdC,"VW2s,ONH"
2025-03-03,2025-03,10,-1,8.75,25.9,5996,0.05,685.0,0.84,0.0,5983.5,"VW2s,ONH",-
2025-03-03,2025-03,10,1,25.75,108.2,31300,0.05,1216.0,0.81,0.0,5974.75,-,"VW3s,ONH"
2025-03-04,2025-03,21,1,14.5,17.0,58256,0.06,4018.0,0.76,0.0,5861.75,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW3s,ONH"
2025-03-04,2025-03,21,-1,8.5,106.8,20399,-0.04,2400.0,0.78,0.0,5876.25,"VW3s,ONH",VWAP
2025-03-04,2025-03,23,1,13.0,26.7,7312,0.05,562.0,0.76,0.0,5867.75,VWAP,"VW3s,ONH"
2025-03-04,2025-03,23,-1,14.25,40.0,15715,0.04,1103.0,0.8,0.0,5880.75,"VW3s,ONH",-
2025-03-04,2025-03,0,1,10.5,10.6,3003,0.12,286.0,0.82,0.0,5866.5,-,VW2s
2025-03-04,2025-03,0,-1,15.5,26.9,5186,0.12,335.0,0.83,0.0,5877.0,VW2s,"pdC,VW-2s,ONL"
2025-03-04,2025-03,0,1,19.75,12.1,7535,0.04,382.0,0.83,0.0,5861.5,"pdC,VW-2s,ONL","VW2s,ONH"
2025-03-04,2025-03,1,-1,20.5,34.3,10671,0.04,521.0,0.84,0.0,5881.25,"VW2s,ONH","pdC,VW-2s,ONL"
2025-03-04,2025-03,1,1,9.0,14.3,4599,0.02,511.0,0.86,0.0,5860.75,"pdC,VW-2s,ONL",VWAP
2025-03-04,2025-03,1,-1,9.5,10.6,2895,0.15,305.0,0.84,0.0,5869.75,VWAP,"VW-2s,ONL"
2025-03-04,2025-03,1,1,17.5,152.4,24840,0.01,1419.0,0.85,0.0,5860.25,"VW-2s,ONL",VW2s
2025-03-04,2025-03,4,-1,17.75,29.6,7784,0.09,439.0,0.82,0.0,5877.75,VW2s,"VW-2s,ONL"
2025-03-04,2025-03,5,1,23.75,5.0,6289,0.14,265.0,0.81,0.0,5860.0,"VW-2s,ONL","VW3s,ONH"
2025-03-04,2025-03,5,-1,13.25,6.0,3642,0.01,275.0,0.84,0.0,5883.75,"VW3s,ONH",VWAP
2025-03-04,2025-03,5,1,9.75,14.3,3037,0.02,311.0,0.85,0.0,5870.5,VWAP,VW2s
2025-03-04,2025-03,5,-1,11.0,45.3,6874,0.01,625.0,0.82,0.0,5880.25,VW2s,VWAP
2025-03-04,2025-03,6,1,12.0,14.0,2886,0.08,240.0,0.82,0.0,5869.25,VWAP,VW2s
2025-03-04,2025-03,6,-1,10.0,13.2,2795,-0.01,280.0,0.83,0.0,5881.25,VW2s,VWAP
2025-03-04,2025-03,6,1,9.75,12.3,1731,0.18,178.0,0.83,0.0,5871.25,VWAP,VW2s
2025-03-04,2025-03,6,-1,23.75,76.5,24038,0.03,1012.0,0.84,0.0,5881.0,VW2s,ONL
2025-03-04,2025-03,8,1,21.25,35.5,16668,0.04,784.0,0.84,0.0,5857.25,ONL,-
2025-03-04,2025-03,8,-1,16.25,8.3,3793,0.07,233.0,0.82,0.0,5878.5,-,pdC
2025-03-04,2025-03,8,1,14.5,20.0,8163,0.04,563.0,0.85,0.0,5862.25,pdC,-
2025-03-04,2025-03,9,-1,16.5,30.3,11104,0.05,673.0,0.85,0.0,5876.75,-,VW-2s
2025-03-04,2025-03,9,1,11.25,4.4,2288,0.07,203.0,0.84,0.0,5860.25,VW-2s,VWAP
2025-03-04,2025-03,9,-1,20.75,17.1,6770,0.15,326.0,0.81,0.0,5871.5,VWAP,ONL
2025-03-04,2025-03,10,1,15.0,12.8,5718,0.02,381.0,0.85,0.0,5850.75,ONL,-
2025-03-04,2025-03,10,-1,16.25,22.1,9426,0.05,580.0,0.82,0.0,5865.75,-,"VW-3s,ONL"
2025-03-04,2025-03,10,1,11.0,34.1,11261,0.04,1024.0,0.85,0.0,5849.5,"VW-3s,ONL",-
2025-03-04,2025-03,11,-1,8.5,3.5,2044,-0.01,240.0,0.8,0.0,5860.5,-,wS1
2025-03-04,2025-03,11,1,8.5,15.2,3691,0.01,434.0,0.85,0.0,5852.0,wS1,-
2025-03-04,2025-03,11,-1,10.5,7.1,2946,0.1,281.0,0.8,0.0,5860.5,-,"VW-3s,ONL"
2025-03-04,2025-03,11,1,10.25,13.1,3805,0.01,371.0,0.85,0.0,5850.0,"VW-3s,ONL",-
2025-03-04,2025-03,11,-1,39.0,37.3,35300,0.08,905.0,0.77,0.0,5860.25,-,"pdL,ONL"
2025-03-04,2025-03,12,1,14.25,18.8,18455,0.04,1295.0,0.82,0.0,5821.25,"pdL,ONL",VW-2s
2025-03-05,2025-03,21,1,18.0,0.4,27202,0.02,1511.0,0.71,0.0,5792.75,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW2s,ONH"
2025-03-05,2025-03,21,-1,19.75,2.0,18032,0.12,913.0,0.76,0.0,5810.75,"VW2s,ONH","pdC,ONL"
2025-03-05,2025-03,21,1,28.0,11.3,42051,0.05,1502.0,0.77,0.0,5791.0,"pdC,ONL","mS1,ONH"
2025-03-05,2025-03,21,-1,12.0,1.6,5744,-0.05,479.0,0.78,0.0,5819.0,"mS1,ONH",-
2025-03-05,2025-03,21,1,32.5,12.9,35905,0.14,1105.0,0.73,0.0,5807.0,-,ONH
2025-03-05,2025-03,21,-1,26.75,12.7,21266,0.08,795.0,0.73,0.0,5839.5,ONH,VWAP
2025-03-05,2025-03,21,1,25.25,109.5,22527,0.05,892.0,0.77,0.0,5812.75,VWAP,ONH
2025-03-05,2025-03,23,-1,23.25,69.5,18345,0.05,789.0,0.82,0.0,5838.0,ONH,VWAP
2025-03-05,2025-03,0,1,13.25,6.2,2530,0.11,191.0,0.83,0.0,5814.75,VWAP,-
2025-03-05,2025-03,0,-1,10.25,37.4,9335,0.01,911.0,0.84,0.0,5828.0,-,mS1
2025-03-05,2025-03,1,1,9.75,0.7,856,0.29,88.0,0.81,0.0,5817.75,mS1,-
2025-03-05,2025-03,1,-1,19.0,6.9,5141,0.07,271.0,0.82,0.0,5827.5,-,-
2025-03-05,2025-03,1,1,20.0,18.4,9377,0.05,469.0,0.83,0.0,5808.5,-,-
2025-03-05,2025-03,1,-1,17.5,25.9,8630,0.05,493.0,0.82,0.0,5828.5,-,-
2025-03-05,2025-03,2,1,9.25,6.7,2248,0.12,243.0,0.83,0.0,5811.0,-,mS1
2025-03-05,2025-03,2,-1,11.75,13.4,3775,-0.01,321.0,0.82,0.0,5820.25,mS1,-
2025-03-05,2025-03,2,1,14.25,16.2,3473,0.09,244.0,0.82,0.0,5808.5,-,-
2025-03-05,2025-03,2,-1,13.25,8.5,2984,0.08,225.0,0.81,0.0,5822.75,-,-
2025-03-05,2025-03,3,1,22.25,13.9,6607,0.15,297.0,0.79,0.0,5809.5,-,-
2025-03-05,2025-03,3,-1,15.75,32.6,8831,0.13,561.0,0.78,0.0,5831.75,-,VWAP
2025-03-05,2025-03,3,1,17.5,23.0,8619,0.1,493.0,0.79,0.0,5816.0,VWAP,-
2025-03-05,2025-03,4,-1,15.75,80.1,10000,0.06,635.0,0.78,0.0,5833.5,-,"mS1,VWAP"
2025-03-05,2025-03,5,1,12.0,44.8,4145,0.07,345.0,0.8,0.0,5817.75,"mS1,VWAP",-
2025-03-05,2025-03,6,-1,11.25,19.1,2589,0.14,230.0,0.82,0.0,5829.75,-,"mS1,VWAP"
2025-03-05,2025-03,6,1,13.75,27.8,4426,0.11,322.0,0.8,0.0,5818.5,"mS1,VWAP",-
2025-03-05,2025-03,7,-1,15.0,68.5,17835,-0.01,1189.0,0.85,0.0,5832.25,-,"mS1,VWAP"
2025-03-05,2025-03,8,1,19.0,18.8,10341,0.14,544.0,0.81,0.0,5817.25,"mS1,VWAP",-
2025-03-05,2025-03,8,-1,15.75,31.5,13695,-0.01,870.0,0.84,0.0,5836.25,-,"mS1,VWAP"
2025-03-05,2025-03,9,1,23.5,48.5,18431,0.1,784.0,0.83,0.0,5820.5,"mS1,VWAP","VW2s,ONH"
2025-03-05,2025-03,9,-1,21.0,37.5,17731,-0.0,844.0,0.81,0.0,5844.0,"VW2s,ONH",-
2025-03-05,2025-03,10,1,11.0,20.2,6930,0.14,630.0,0.83,0.0,5823.0,-,-
2025-03-05,2025-03,10,-1,37.5,67.9,28223,0.05,753.0,0.81,0.0,5834.0,-,VW-2s
2025-03-05,2025-03,11,1,18.25,7.7,8338,0.12,457.0,0.82,0.0,5796.5,VW-2s,-
2025-03-05,2025-03,12,-1,8.0,3.5,2561,0.15,320.0,0.82,0.0,5814.75,-,-
2025-03-05,2025-03,12,1,9.75,5.3,2406,0.13,247.0,0.84,0.0,5806.75,-,-
2025-03-05,2025-03,12,-1,19.0,10.8,7308,0.07,385.0,0.8,0.0,5816.5,-,-
2025-03-05,2025-03,12,1,17.75,23.2,9807,0.06,553.0,0.83,0.0,5797.5,-,-
2025-03-06,2025-03,21,1,0.75,1.1,16777,0.02,22369.0,0.74,0.0,5851.25,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","wS1,pdC,VWAP,VW2s,VW3s,ONH"
2025-03-06,2025-03,21,-1,10.25,5.1,11965,-0.04,1167.0,0.82,0.0,5852.0,"wS1,pdC,VWAP,VW2s,VW3s,ONH","VW-3s,ONL"
2025-03-06,2025-03,21,1,10.25,12.1,12605,0.0,1230.0,0.8,0.0,5841.75,"VW-3s,ONL","wS1,pdC,VW2s,ONH"
2025-03-06,2025-03,21,-1,8.75,41.2,12085,-0.09,1381.0,0.76,0.0,5852.0,"wS1,pdC,VW2s,ONH","VW-2s,VW-3s,ONL"
2025-03-06,2025-03,21,1,10.25,73.4,2556,0.0,249.0,0.77,0.0,5843.25,"VW-2s,VW-3s,ONL","wS1,VW2s,VW3s,ONH"
2025-03-06,2025-03,23,-1,12.0,24.1,3620,0.21,302.0,0.75,0.0,5853.5,"wS1,VW2s,VW3s,ONH","VW-2s,VW-3s,ONL"
2025-03-06,2025-03,23,1,8.5,38.7,3821,0.05,450.0,0.82,0.0,5841.5,"VW-2s,VW-3s,ONL","pdC,VWAP"
2025-03-06,2025-03,0,-1,11.75,43.7,5456,0.07,464.0,0.81,0.0,5850.0,"pdC,VWAP","VW-3s,ONL"
2025-03-06,2025-03,0,1,8.5,68.1,9495,0.01,1117.0,0.8,0.0,5838.25,"VW-3s,ONL",VWAP
2025-03-06,2025-03,2,-1,8.0,60.1,5244,0.06,656.0,0.81,0.0,5846.75,VWAP,"VW-2s,VW-3s,ONL"
2025-03-06,2025-03,3,1,11.25,70.2,5887,0.11,523.0,0.78,0.0,5838.75,"VW-2s,VW-3s,ONL",pdC
2025-03-06,2025-03,4,-1,9.5,110.2,11809,-0.19,1243.0,0.79,0.0,5850.0,pdC,VW-2s
2025-03-06,2025-03,6,1,9.5,52.5,4871,0.08,513.0,0.78,0.0,5840.5,VW-2s,pdC
2025-03-06,2025-03,7,-1,30.5,61.6,18964,0.0,622.0,0.82,0.0,5850.0,pdC,"mS1,ONL"
2025-03-06,2025-03,8,1,10.75,4.2,3514,0.1,327.0,0.83,0.0,5819.5,"mS1,ONL",VW-2s
2025-03-06,2025-03,8,-1,19.5,7.3,5448,0.12,279.0,0.84,0.0,5830.25,VW-2s,ONL
2025-03-06,2025-03,8,1,16.5,5.3,4132,0.1,250.0,0.83,0.0,5810.75,ONL,VW-2s
2025-03-06,2025-03,8,-1,14.5,8.9,4363,0.07,301.0,0.84,0.0,5827.25,VW-2s,"VW-3s,ONL"
2025-03-06,2025-03,8,1,10.5,8.5,4938,0.14,470.0,0.84,0.0,5812.75,"VW-3s,ONL",dP
2025-03-06,2025-03,8,-1,25.5,24.1,12877,0.1,505.0,0.83,0.0,5823.25,dP,ONL
2025-03-06,2025-03,9,1,15.5,6.0,4947,0.11,319.0,0.83,0.0,5797.75,ONL,-
2025-03-06,2025-03,9,-1,26.75,24.0,15076,0.05,564.0,0.84,0.0,5813.25,-,ONL
2025-03-06,2025-03,9,1,15.5,14.8,8244,-0.01,532.0,0.85,0.0,5786.5,ONL,-
2025-03-06,2025-03,9,-1,19.5,16.2,10439,0.03,535.0,0.83,0.0,5802.0,-,ONL
2025-03-06,2025-03,10,1,15.25,26.8,9943,0.05,652.0,0.85,0.0,5782.5,ONL,-
2025-03-06,2025-03,10,-1,22.0,34.4,15116,-0.01,687.0,0.83,0.0,5797.75,-,ONL
2025-03-06,2025-03,11,1,22.0,58.3,23844,0.06,1084.0,0.79,0.0,5775.75,ONL,-
2025-03-06,2025-03,12,-1,14.5,16.5,6772,0.05,467.0,0.81,0.0,5797.75,-,-
2025-03-06,2025-03,12,1,10.5,13.2,5231,0.14,498.0,0.8,0.0,5783.25,-,-
2025-03-06,2025-03,12,-1,13.0,9.2,5518,0.13,424.0,0.77,0.0,5793.75,-,-
2025-03-07,2025-03,21,-1,2.75,0.1,9850,0.08,3582.0,0.72,0.0,5747.5,"pdC,VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","wS2,VW-2s,VW-3s,ONL"
2025-03-07,2025-03,21,1,26.75,18.7,45407,0.1,1697.0,0.73,0.0,5744.75,"wS2,VW-2s,VW-3s,ONL",ONH
2025-03-07,2025-03,21,-1,13.25,21.6,13024,-0.02,983.0,0.8,0.0,5771.5,ONH,VWAP
2025-03-07,2025-03,21,1,11.5,82.6,6394,0.12,556.0,0.75,0.0,5758.25,VWAP,ONH
2025-03-07,2025-03,23,-1,13.0,84.9,14314,0.08,1101.0,0.78,0.0,5769.75,ONH,VWAP
2025-03-07,2025-03,0,1,12.75,14.3,3429,0.04,269.0,0.84,0.0,5756.75,VWAP,ONH
2025-03-07,2025-03,0,-1,8.25,21.1,4261,0.06,516.0,0.84,0.0,5769.5,ONH,dP
2025-03-07,2025-03,1,1,13.25,10.8,3054,0.07,230.0,0.83,0.0,5761.25,dP,"VW2s,ONH"
2025-03-07,2025-03,1,-1,8.5,46.2,6048,0.03,712.0,0.85,0.0,5774.5,"VW2s,ONH",-
2025-03-07,2025-03,2,1,8.25,16.5,2188,0.07,265.0,0.84,0.0,5766.0,-,"VW2s,ONH"
2025-03-07,2025-03,2,-1,24.25,273.3,33400,0.04,1377.0,0.82,0.0,5774.25,"VW2s,ONH",-
2025-03-07,2025-03,6,1,13.0,21.5,4296,0.08,330.0,0.81,0.0,5750.0,-,dP
2025-03-07,2025-03,7,-1,9.5,29.2,5280,0.02,556.0,0.83,0.0,5763.0,dP,-
2025-03-07,2025-03,7,1,13.0,51.0,20162,-0.03,1551.0,0.86,0.0,5753.5,-,-
2025-03-07,2025-03,8,-1,12.25,8.2,3609,0.18,295.0,0.81,0.0,5766.5,-,-
2025-03-07,2025-03,8,1,18.75,34.8,13915,-0.02,742.0,0.84,0.0,5754.25,-,"VW2s,ONH"
2025-03-07,2025-03,9,-1,16.5,54.6,15563,0.04,943.0,0.84,0.0,5773.0,"VW2s,ONH",-
2025-03-07,2025-03,10,1,10.75,31.9,6766,-0.01,629.0,0.85,0.0,5756.5,-,-
2025-03-07,2025-03,10,-1,9.0,19.6,3044,0.03,338.0,0.85,0.0,5767.25,-,-
2025-03-07,2025-03,11,1,10.75,38.2,6774,0.09,630.0,0.84,0.0,5758.25,-,-
2025-03-10,2025-03,22,-1,17.25,0.3,1510,0.13,88.0,0.69,0.0,5752.5,"VWAP,VW2s,VW-2s,VW3s,VW-3s,ONH,ONL","VW-2s,ONL"
2025-03-10,2025-03,22,1,12.25,1.3,2684,0.12,219.0,0.76,0.0,5735.25,"VW-2s,ONL",dP
2025-03-10,2025-03,22,-1,20.75,11.2,8807,-0.05,424.0,0.78,0.0,5747.5,dP,"VW-2s,ONL"
2025-03-10,2025-03,22,1,8.75,3.6,3411,0.0,390.0,0.75,0.0,5726.75,"VW-2s,ONL",-
