day,sym,side,fills,sz,lvl,t,thru,rng
2025-04-04,ESM5,B,18,43,5207.75,14:43:19,0.274,197.75
2025-04-04,ESM5,A,49,100,5209.0,14:43:27,0.319,197.75
2025-04-04,ESM5,A,32,100,5209.5,14:43:28,0.316,197.75
2025-04-04,ESM5,B,18,100,5205.25,14:43:36,0.262,197.75
2025-04-04,ESM5,B,30,100,5200.0,14:44:49,0.235,197.75
2025-04-04,ESM5,B,26,100,5199.0,14:44:49,0.23,197.75
2025-04-04,ESM5,A,15,22,5198.75,14:45:05,0.382,197.75
2025-04-04,ESM5,B,16,80,5196.5,14:45:11,0.217,197.75
2025-04-04,ESM5,B,24,100,5195.0,14:45:13,0.21,197.75
2025-04-04,ESM5,A,15,50,5191.75,14:46:01,0.431,197.75
2025-04-04,ESM5,B,16,100,5190.25,14:46:05,0.186,197.75
2025-04-04,ESM5,B,16,50,5183.0,14:46:32,0.149,197.75
2025-04-04,ESM5,B,21,100,5181.75,14:46:40,0.143,197.75
2025-04-04,ESM5,A,24,55,5181.0,14:46:46,0.485,197.75
2025-04-04,ESM5,A,35,100,5182.0,14:46:50,0.48,197.75
2025-04-04,ESM5,B,23,78,5181.5,14:46:56,0.142,197.75
2025-04-04,ESM5,B,15,50,5180.0,14:46:57,0.134,197.75
2025-04-04,ESM5,A,16,31,5181.0,14:47:40,0.487,197.75
2025-04-04,ESM5,B,16,50,5177.5,14:47:48,0.121,197.75
2025-04-04,ESM5,B,19,50,5175.0,14:48:00,0.109,197.75
2025-04-04,ESM5,B,65,300,5174.0,14:48:12,0.104,197.75
2025-04-04,ESM5,A,16,33,5175.25,14:49:10,0.534,197.75
2025-04-04,ESM5,B,28,100,5172.0,14:49:16,0.094,197.75
2025-04-04,ESM5,A,24,135,5167.75,14:49:56,0.571,197.75
2025-04-04,ESM5,A,15,29,5164.0,14:50:21,0.59,197.75
2025-04-04,ESM5,A,20,109,5159.5,14:50:41,0.613,197.75
2025-04-04,ESM5,B,16,100,5155.25,14:51:03,-0.12,197.75
2025-04-04,ESM5,A,22,134,5176.75,14:51:56,0.526,197.75
2025-04-04,ESM5,B,16,54,5181.5,14:52:12,-0.03,197.75
2025-04-04,ESM5,A,15,20,5181.5,14:52:13,0.502,197.75
2025-04-04,ESM5,B,22,350,5187.0,14:52:45,-0.003,197.75
2025-04-04,ESM5,B,23,324,5188.75,14:52:46,0.006,197.75
2025-04-04,ESM5,B,17,192,5192.25,14:52:49,0.024,197.75
2025-04-04,ESM5,B,18,25,5188.5,14:52:57,0.005,197.75
2025-04-04,ESM5,A,26,135,5195.5,14:53:10,0.431,197.75
2025-04-04,ESM5,A,52,272,5198.25,14:53:46,0.417,197.75
2025-04-04,ESM5,A,17,39,5202.75,14:56:58,0.394,197.75
2025-04-04,ESM5,A,28,163,5199.25,14:54:09,0.412,197.75
2025-04-04,ESM5,B,18,100,5190.0,14:56:02,-0.058,197.75
2025-04-04,ESM5,A,24,100,5204.25,14:57:03,0.387,197.75
2025-04-04,ESM5,A,18,150,5208.0,14:57:19,0.368,197.75
2025-04-04,ESM5,A,18,50,5210.5,14:57:27,0.355,197.75
2025-04-04,ESM5,A,39,100,5211.0,14:58:03,0.353,197.75
2025-04-04,ESM5,A,24,100,5210.5,14:57:48,0.355,197.75
2025-04-04,ESM5,A,30,100,5211.75,14:58:04,0.349,197.75
2025-04-04,ESM5,B,27,160,5212.75,14:59:03,0.057,197.75
2025-04-04,ESM5,B,143,176,5214.25,14:59:03,0.064,197.75
2025-04-04,ESM5,A,16,100,5217.5,14:58:41,0.32,197.75
2025-04-04,ESM5,B,20,30,5214.25,14:59:02,0.064,197.75
2025-04-04,ESM5,B,18,50,5211.25,14:59:22,0.049,197.75
2025-04-04,ESM5,B,18,37,5213.75,14:59:35,0.062,197.75
2025-04-04,ESM5,B,76,190,5208.25,15:00:00,0.008,197.75
2025-04-04,ESM5,A,15,34,5205.5,15:00:00,0.381,197.75
2025-04-04,ESM5,B,19,49,5210.75,15:01:20,-0.021,197.75
2025-04-04,ESM5,A,32,41,5211.75,15:01:20,0.349,197.75
2025-04-04,ESM5,A,17,25,5214.0,15:01:20,0.338,197.75
2025-04-04,ESM5,A,17,100,5219.25,15:01:21,0.311,197.75
2025-04-04,ESM5,A,29,100,5222.5,15:01:23,0.295,197.75
2025-04-04,ESM5,A,15,18,5221.0,15:01:23,0.302,197.75
2025-04-04,ESM5,A,17,100,5222.0,15:01:27,0.297,197.75
2025-04-04,ESM5,B,22,95,5233.75,15:01:31,0.095,197.75
2025-04-04,ESM5,B,16,26,5235.75,15:01:33,0.105,197.75
2025-04-04,ESM5,B,20,27,5237.5,15:01:37,0.114,197.75
2025-04-04,ESM5,B,19,27,5238.5,15:01:45,0.119,197.75
2025-04-04,ESM5,B,21,73,5241.5,15:01:39,0.134,197.75
2025-04-04,ESM5,B,31,98,5240.5,15:01:42,0.129,197.75
2025-04-04,ESM5,B,26,84,5240.75,15:01:47,0.13,197.75
2025-04-04,ESM5,A,17,21,5241.5,15:01:47,0.198,197.75
2025-04-04,ESM5,A,30,55,5241.5,15:01:47,0.198,197.75
2025-04-04,ESM5,A,35,138,5236.0,15:02:05,0.226,197.75
2025-04-04,ESM5,A,23,100,5244.25,15:02:29,0.185,197.75
2025-04-04,ESM5,B,22,241,5244.75,15:02:35,0.154,197.75
2025-04-04,ESM5,A,28,100,5245.5,15:02:36,0.178,197.75
2025-04-04,ESM5,A,33,125,5246.25,15:02:40,0.174,197.75
2025-04-04,ESM5,B,22,72,5246.5,15:02:45,0.163,197.75
2025-04-04,ESM5,B,23,50,5244.25,15:02:53,0.152,197.75
2025-04-04,ESM5,A,23,100,5247.75,15:03:02,0.167,197.75
2025-04-04,ESM5,B,19,80,5248.0,15:03:02,0.174,197.75
2025-04-04,ESM5,A,24,50,5249.75,15:03:03,0.157,197.75
2025-04-04,ESM5,A,29,100,5252.25,15:03:11,0.144,197.75
2025-04-04,ESM5,A,34,200,5246.75,15:03:33,0.172,197.75
2025-04-04,ESM5,A,27,182,5246.25,15:03:37,0.174,197.75
2025-04-04,ESM5,A,49,90,5247.0,15:03:40,0.171,197.75
2025-04-04,ESM5,A,29,100,5248.75,15:03:48,0.162,197.75
2025-04-04,ESM5,A,57,125,5253.5,15:04:10,0.138,197.75
2025-04-04,ESM5,A,21,100,5256.25,15:04:30,0.124,197.75
2025-04-04,ESM5,A,28,100,5257.5,15:04:37,0.118,197.75
2025-04-04,ESM5,B,62,200,5262.0,15:04:43,0.258,197.75
2025-04-04,ESM5,B,19,100,5261.75,15:04:45,0.257,197.75
2025-04-04,ESM5,A,28,99,5260.75,15:04:47,0.101,197.75
2025-04-04,ESM5,A,23,100,5261.75,15:05:00,0.096,197.75
2025-04-04,ESM5,A,21,60,5261.75,15:05:02,0.096,197.75
2025-04-04,ESM5,A,15,25,5248.75,15:05:32,0.162,197.75
2025-04-04,ESM5,A,27,119,5244.0,15:05:47,0.186,197.75
2025-04-04,ESM5,A,16,62,5243.5,15:05:48,0.188,197.75
2025-04-04,ESM5,B,18,40,5243.0,15:06:03,0.202,197.75
2025-04-04,ESM5,B,34,48,5240.0,15:06:14,0.187,197.75
2025-04-04,ESM5,A,17,100,5237.0,15:07:02,0.221,197.75
2025-04-04,ESM5,B,26,148,5240.0,15:08:47,0.243,197.75
2025-04-04,ESM5,A,25,100,5240.0,15:08:57,0.206,197.75
2025-04-04,ESM5,B,30,111,5237.75,15:09:37,0.231,197.75
2025-04-04,ESM5,A,19,100,5238.0,15:09:37,0.216,197.75
2025-04-04,ESM5,A,15,73,5233.5,15:09:51,0.239,197.75
2025-04-04,ESM5,A,41,125,5244.5,15:10:34,0.183,197.75
2025-04-04,ESM5,B,26,90,5243.0,15:11:07,0.258,197.75
2025-04-04,ESM5,A,23,100,5246.75,15:10:38,0.172,197.75
2025-04-04,ESM5,A,44,799,5245.0,15:11:08,0.181,197.75
2025-04-04,ESM5,B,22,95,5244.5,15:11:04,0.265,197.75
2025-04-04,ESM5,A,15,21,5243.75,15:11:06,0.187,197.75
2025-04-04,ESM5,A,20,34,5244.75,15:11:08,0.182,197.75
2025-04-04,ESM5,A,15,100,5248.75,15:11:12,0.162,197.75
2025-04-04,ESM5,A,51,125,5249.0,15:11:14,0.161,197.75
2025-04-04,ESM5,B,46,153,5256.75,15:11:47,0.327,197.75
2025-04-04,ESM5,A,23,100,5257.25,15:11:46,0.119,197.75
2025-04-04,ESM5,A,22,100,5259.0,15:11:56,0.11,197.75
2025-04-04,ESM5,A,20,125,5261.75,15:12:05,0.096,197.75
2025-04-04,ESM5,B,65,125,5260.25,15:12:11,0.345,197.75
2025-04-04,ESM5,B,25,91,5263.75,15:12:22,0.363,197.75
2025-04-04,ESM5,B,67,88,5264.25,15:12:24,0.365,197.75
2025-04-04,ESM5,A,32,100,5267.0,15:12:50,0.07,197.75
2025-04-04,ESM5,A,25,100,5263.75,15:13:31,0.086,197.75
2025-04-04,ESM5,A,20,100,5269.25,15:13:39,0.058,197.75
2025-04-04,ESM5,A,55,125,5270.75,15:13:57,0.051,197.75
2025-04-04,ESM5,B,18,50,5266.75,15:13:45,0.378,197.75
2025-04-04,ESM5,A,62,100,5270.75,15:13:57,0.051,197.75
2025-04-04,ESM5,B,39,125,5268.5,15:14:16,0.387,197.75
2025-04-04,ESM5,B,38,100,5263.0,15:14:53,0.359,197.75
2025-04-04,ESM5,B,15,47,5265.25,15:15:16,0.37,197.75
2025-04-04,ESM5,A,15,50,5265.0,15:15:20,0.08,197.75
2025-04-04,ESM5,B,26,200,5270.0,15:15:28,0.394,197.75
2025-04-04,ESM5,B,112,659,5271.75,15:15:45,0.403,197.75
2025-04-04,ESM5,A,29,125,5273.5,15:16:17,0.037,197.75
2025-04-04,ESM5,A,16,100,5267.75,15:16:48,0.066,197.75
2025-04-04,ESM5,B,15,54,5260.0,15:17:07,0.344,197.75
2025-04-04,ESM5,B,17,48,5264.75,15:17:18,0.368,197.75
2025-04-04,ESM5,B,15,20,5266.5,15:17:25,0.377,197.75
2025-04-04,ESM5,A,20,100,5276.0,15:17:46,0.024,197.75
2025-04-04,ESM5,A,28,100,5276.0,15:17:47,0.024,197.75
2025-04-04,ESM5,A,19,100,5278.0,15:18:06,-0.023,197.75
2025-04-04,ESM5,A,26,100,5279.0,15:18:12,-0.028,197.75
2025-04-04,ESM5,A,17,100,5280.0,15:18:14,-0.033,197.75
2025-04-04,ESM5,A,20,40,5255.5,15:19:51,0.091,197.75
2025-04-04,ESM5,B,34,178,5256.25,15:20:08,0.325,197.75
2025-04-04,ESM5,A,31,100,5257.0,15:20:15,0.083,197.75
2025-04-04,ESM5,B,17,49,5267.75,15:21:12,0.383,197.75
2025-04-04,ESM5,B,32,100,5269.5,15:21:28,0.392,197.75
2025-04-04,ESM5,A,26,100,5273.0,15:21:21,-0.016,197.75
2025-04-04,ESM5,A,19,49,5266.75,15:21:47,0.015,197.75
2025-04-04,ESM5,A,32,299,5258.5,15:22:14,0.057,197.75
2025-04-04,ESM5,A,39,100,5261.75,15:22:40,0.04,197.75
2025-04-04,ESM5,A,85,438,5259.75,15:22:22,0.051,197.75
2025-04-04,ESM5,B,15,18,5258.75,15:22:35,0.338,197.75
2025-04-04,ESM5,A,43,100,5259.25,15:22:40,0.053,197.75
2025-04-04,ESM5,A,16,25,5260.5,15:23:35,0.047,197.75
2025-04-04,ESM5,A,15,25,5259.75,15:23:42,0.051,197.75
2025-04-04,ESM5,A,16,48,5257.75,15:23:48,0.061,197.75
2025-04-04,ESM5,A,16,25,5257.5,15:24:21,0.051,197.75
2025-04-04,ESM5,A,20,47,5254.25,15:25:04,-0.061,197.75
2025-04-04,ESM5,A,18,21,5253.0,15:25:09,-0.054,197.75
2025-04-04,ESM5,B,29,125,5245.0,15:25:23,0.268,197.75
2025-04-04,ESM5,A,29,40,5245.75,15:25:21,-0.018,197.75
2025-04-04,ESM5,B,28,67,5238.0,15:25:43,0.233,197.75
2025-04-04,ESM5,B,17,125,5235.0,15:26:09,0.217,197.75
2025-04-04,ESM5,A,49,170,5236.0,15:25:53,0.032,197.75
2025-04-04,ESM5,A,18,100,5233.25,15:26:26,0.023,197.75
2025-04-04,ESM5,A,38,83,5231.25,15:26:32,0.033,197.75
2025-04-04,ESM5,A,26,91,5230.75,15:26:31,0.035,197.75
2025-04-04,ESM5,A,20,96,5230.5,15:26:32,0.037,197.75
2025-04-04,ESM5,A,24,93,5229.5,15:26:36,0.042,197.75
2025-04-04,ESM5,A,32,66,5226.25,15:26:50,0.058,197.75
2025-04-04,ESM5,A,16,100,5225.0,15:26:58,0.064,197.75
2025-04-04,ESM5,A,29,98,5223.75,15:27:01,0.071,197.75
2025-04-04,ESM5,B,15,30,5231.75,15:27:17,0.201,197.75
2025-04-04,ESM5,A,15,100,5232.25,15:27:17,0.028,197.75
2025-04-04,ESM5,A,60,285,5228.25,15:27:21,0.048,197.75
2025-04-04,ESM5,A,21,100,5232.0,15:27:46,0.029,197.75
2025-04-04,ESM5,A,24,56,5229.75,15:28:17,0.04,197.75
2025-04-04,ESM5,B,26,161,5232.0,15:28:37,0.202,197.75
2025-04-04,ESM5,A,25,81,5225.75,15:29:18,0.061,197.75
2025-04-04,ESM5,A,18,50,5224.75,15:29:18,0.066,197.75
2025-04-04,ESM5,A,15,93,5225.5,15:29:30,0.062,197.75
2025-04-04,ESM5,B,16,16,5220.25,15:29:35,0.143,197.75
2025-04-04,ESM5,B,16,39,5218.25,15:30:05,0.133,197.75
2025-04-04,ESM5,A,15,59,5226.5,15:30:17,0.057,197.75
2025-04-04,ESM5,B,50,276,5224.5,15:30:20,0.164,197.75
2025-04-04,ESM5,A,26,100,5227.0,15:30:29,0.054,197.75
2025-04-04,ESM5,A,18,100,5231.25,15:30:44,0.033,197.75
2025-04-04,ESM5,B,15,100,5221.0,15:31:09,0.147,197.75
2025-04-04,ESM5,B,17,55,5220.0,15:31:16,0.142,197.75
2025-04-04,ESM5,B,27,82,5220.0,15:31:16,0.142,197.75
2025-04-04,ESM5,B,17,79,5220.0,15:31:18,0.142,197.75
2025-04-04,ESM5,B,15,92,5220.0,15:31:23,0.142,197.75
2025-04-04,ESM5,B,28,61,5220.0,15:31:31,0.142,197.75
2025-04-04,ESM5,B,16,32,5220.0,15:32:12,0.142,197.75
2025-04-04,ESM5,B,17,81,5220.0,15:32:20,0.142,197.75
2025-04-04,ESM5,B,28,61,5217.25,15:32:54,0.128,197.75
2025-04-04,ESM5,B,21,60,5218.75,15:34:57,0.135,197.75
2025-04-04,ESM5,B,33,100,5210.5,15:35:23,0.094,197.75
2025-04-04,ESM5,B,36,100,5214.5,15:36:06,0.114,197.75
2025-04-04,ESM5,A,55,107,5212.25,15:36:24,0.129,197.75
2025-04-04,ESM5,A,19,50,5211.5,15:36:18,0.133,197.75
2025-04-04,ESM5,B,25,50,5210.5,15:36:30,0.094,197.75
2025-04-04,ESM5,B,19,75,5210.0,15:36:34,0.091,197.75
2025-04-04,ESM5,B,15,31,5210.0,15:36:35,0.091,197.75
2025-04-04,ESM5,B,19,48,5210.0,15:36:35,0.091,197.75
2025-04-04,ESM5,B,30,71,5210.0,15:36:36,0.091,197.75
2025-04-04,ESM5,A,15,25,5208.25,15:36:37,0.149,197.75
2025-04-04,ESM5,B,17,50,5205.75,15:36:37,0.07,197.75
2025-04-04,ESM5,A,34,75,5205.0,15:37:00,0.166,197.75
2025-04-04,ESM5,A,17,22,5203.0,15:37:08,0.176,197.75
2025-04-04,ESM5,B,15,70,5200.0,15:37:09,0.018,197.75
2025-04-04,ESM5,A,25,69,5196.0,15:37:13,0.211,197.75
2025-04-04,ESM5,A,127,217,5196.5,15:37:19,0.209,197.75
2025-04-04,ESM5,B,32,416,5214.25,15:42:25,0.071,197.75
2025-04-04,ESM5,B,46,200,5216.0,15:42:32,0.08,197.75
2025-04-04,ESM5,A,16,50,5218.5,15:43:10,0.097,197.75
2025-04-04,ESM5,B,15,37,5209.25,15:45:10,0.046,197.75
2025-04-04,ESM5,B,29,40,5209.25,15:45:10,0.046,197.75
2025-04-04,ESM5,B,31,100,5208.5,15:45:13,0.042,197.75
2025-04-04,ESM5,A,17,100,5220.5,15:47:15,0.087,197.75
2025-04-04,ESM5,A,32,57,5221.25,15:47:20,0.083,197.75
2025-04-04,ESM5,A,31,101,5225.25,15:47:31,0.063,197.75
2025-04-04,ESM5,B,22,45,5227.75,15:47:38,0.202,197.75
2025-04-04,ESM5,A,18,100,5228.5,15:47:38,0.047,197.75
2025-04-04,ESM5,A,21,97,5228.0,15:47:45,0.049,197.75
2025-04-04,ESM5,A,32,100,5227.75,15:47:56,0.051,197.75
2025-04-04,ESM5,A,28,100,5226.5,15:48:19,0.057,197.75
2025-04-04,ESM5,A,15,100,5230.0,15:49:11,0.039,197.75
2025-04-04,ESM5,B,15,25,5231.25,15:49:52,0.235,197.75
2025-04-04,ESM5,B,22,86,5231.0,15:49:58,0.234,197.75
2025-04-04,ESM5,B,18,50,5230.25,15:50:09,0.255,197.75
2025-04-04,ESM5,B,16,48,5225.5,15:50:23,0.231,197.75
2025-04-04,ESM5,B,15,25,5225.25,15:50:31,0.23,197.75
2025-04-04,ESM5,A,22,100,5227.25,15:50:42,0.053,197.75
2025-04-04,ESM5,B,20,25,5231.25,15:51:19,0.262,197.75
2025-04-04,ESM5,B,15,50,5228.5,15:51:59,0.248,197.75
2025-04-04,ESM5,B,34,76,5228.0,15:52:06,0.245,197.75
2025-04-04,ESM5,A,16,111,5221.5,15:52:40,0.04,197.75
2025-04-04,ESM5,B,29,66,5223.0,15:52:56,0.22,197.75
2025-04-04,ESM5,B,40,46,5222.25,15:53:11,0.234,197.75
2025-04-04,ESM5,A,29,40,5225.0,15:55:01,0.023,197.75
2025-04-04,ESM5,B,18,20,5223.75,15:55:44,0.249,197.75
2025-04-04,ESM5,B,15,20,5221.75,15:56:25,0.249,197.75
2025-04-04,ESM5,B,16,24,5213.25,15:58:06,0.209,197.75
2025-04-04,ESM5,B,20,21,5213.25,15:58:06,0.209,197.75
2025-04-04,ESM5,A,109,248,5207.75,15:58:17,0.105,197.75
2025-04-04,ESM5,A,22,75,5206.75,15:58:17,0.11,197.75
2025-04-04,ESM5,B,15,20,5208.0,15:58:17,0.182,197.75
2025-04-04,ESM5,B,40,100,5206.5,15:58:59,0.174,197.75
2025-04-04,ESM5,A,16,44,5205.25,15:59:14,0.118,197.75
2025-04-04,ESM5,B,38,184,5206.0,15:59:31,0.172,197.75
2025-04-04,ESM5,B,15,25,5207.0,15:59:28,0.177,197.75
2025-04-04,ESM5,B,16,23,5209.25,16:00:26,0.188,197.75
2025-04-04,ESM5,B,22,32,5203.25,16:01:03,0.173,197.75
2025-04-04,ESM5,B,19,26,5203.25,16:01:03,0.173,197.75
2025-04-04,ESM5,B,66,177,5203.25,16:16:26,0.21,197.75
2025-04-04,ESM5,A,18,50,5213.25,16:01:58,0.077,197.75
2025-04-04,ESM5,B,26,67,5211.0,16:02:30,0.223,197.75
2025-04-04,ESM5,B,126,368,5210.25,16:04:50,0.225,197.75
2025-04-04,ESM5,B,16,50,5208.5,16:05:22,0.236,197.75
2025-04-04,ESM5,A,26,100,5223.25,16:06:05,0.027,197.75
2025-04-04,ESM5,A,16,100,5226.0,16:06:18,0.013,197.75
2025-04-04,ESM5,A,18,100,5226.0,16:06:59,0.013,197.75
2025-04-04,ESM5,B,18,25,5221.0,16:07:32,0.3,197.75
2025-04-04,ESM5,A,41,205,5213.0,16:08:10,0.066,197.75
2025-04-04,ESM5,B,15,40,5216.5,16:08:41,0.277,197.75
2025-04-04,ESM5,B,18,23,5209.0,16:09:27,0.239,197.75
2025-04-04,ESM5,A,15,42,5209.0,16:09:33,0.086,197.75
2025-04-04,ESM5,B,18,50,5207.5,16:10:00,0.231,197.75
2025-04-04,ESM5,B,15,40,5208.0,16:10:01,0.234,197.75
2025-04-04,ESM5,A,18,100,5212.5,16:10:30,0.068,197.75
2025-04-04,ESM5,A,25,95,5217.0,16:10:55,0.046,197.75
2025-04-04,ESM5,B,21,68,5212.0,16:11:30,0.254,197.75
2025-04-04,ESM5,B,32,44,5212.0,16:11:30,0.254,197.75
2025-04-04,ESM5,B,15,96,5212.75,16:11:33,0.258,197.75
2025-04-04,ESM5,B,18,25,5215.0,16:11:44,0.269,197.75
2025-04-04,ESM5,B,22,51,5216.25,16:11:56,0.276,197.75
2025-04-04,ESM5,A,29,100,5217.25,16:11:57,0.044,197.75
2025-04-04,ESM5,B,20,50,5214.75,16:12:07,0.268,197.75
2025-04-04,ESM5,A,27,62,5207.0,16:12:40,0.096,197.75
2025-04-04,ESM5,A,16,100,5220.5,16:13:53,0.028,197.75
2025-04-04,ESM5,B,24,66,5221.75,16:14:28,0.303,197.75
2025-04-04,ESM5,B,25,100,5214.0,16:15:44,0.264,197.75
2025-04-04,ESM5,B,45,158,5211.25,16:16:10,0.25,197.75
2025-04-04,ESM5,B,16,20,5206.0,16:16:16,0.224,197.75
2025-04-04,ESM5,B,77,346,5200.0,16:16:43,0.193,197.75
2025-04-04,ESM5,B,19,40,5197.0,16:17:07,0.178,197.75
2025-04-04,ESM5,B,15,100,5192.0,16:17:13,0.153,197.75
2025-04-04,ESM5,B,25,60,5189.5,16:17:34,0.14,197.75
2025-04-04,ESM5,A,18,25,5190.0,16:17:37,0.038,197.75
2025-04-04,ESM5,B,15,25,5187.0,16:19:01,0.128,197.75
2025-04-04,ESM5,B,15,50,5185.0,16:19:22,0.118,197.75
2025-04-04,ESM5,B,24,100,5188.0,16:21:28,0.133,197.75
2025-04-04,ESM5,B,34,57,5187.25,16:21:44,0.129,197.75
2025-04-04,ESM5,B,84,100,5178.0,16:24:01,0.082,197.75
2025-04-04,ESM5,B,15,44,5176.0,16:24:14,0.072,197.75
2025-04-04,ESM5,B,19,24,5181.0,16:25:50,0.097,197.75
2025-04-04,ESM5,B,26,100,5174.25,16:26:56,0.063,197.75
2025-04-04,ESM5,A,59,195,5174.25,16:26:59,0.118,197.75
2025-04-04,ESM5,A,40,116,5179.25,16:30:09,0.092,197.75
2025-04-04,ESM5,B,21,100,5178.25,16:30:31,0.083,197.75
2025-04-04,ESM5,B,22,81,5175.75,16:30:37,0.071,197.75
2025-04-04,ESM5,B,64,150,5175.0,16:31:27,0.067,197.75
2025-04-04,ESM5,B,15,25,5175.25,16:31:26,0.068,197.75
2025-04-04,ESM5,B,40,123,5171.5,16:32:21,0.049,197.75
2025-04-04,ESM5,A,30,100,5171.75,16:32:25,0.13,197.75
2025-04-04,ESM5,A,16,23,5171.5,16:32:32,0.131,197.75
2025-04-04,ESM5,A,46,233,5172.25,16:32:56,0.128,197.75
2025-04-04,ESM5,B,32,89,5171.0,16:33:00,0.047,197.75
2025-04-04,ESM5,B,26,66,5172.5,16:33:22,0.054,197.75
2025-04-04,ESM5,A,33,74,5167.75,16:34:50,0.15,197.75
2025-04-04,ESM5,B,31,123,5167.5,16:35:22,0.015,197.75
2025-04-04,ESM5,A,15,20,5175.5,16:36:02,0.111,197.75
2025-04-04,ESM5,B,68,682,5180.25,16:36:13,0.08,197.75
2025-04-04,ESM5,A,23,100,5186.25,16:36:59,0.057,197.75
2025-04-04,ESM5,A,35,100,5188.25,16:37:22,0.047,197.75
2025-04-04,ESM5,B,19,72,5188.5,16:37:58,0.121,197.75
2025-04-04,ESM5,B,19,50,5188.5,16:38:15,0.121,197.75
2025-04-04,ESM5,A,18,20,5187.75,16:39:18,0.049,197.75
2025-04-04,ESM5,A,22,48,5187.75,16:39:18,0.049,197.75
2025-04-04,ESM5,B,31,112,5196.5,16:40:14,0.176,197.75
2025-04-04,ESM5,B,18,20,5191.25,16:41:15,0.182,197.75
2025-04-04,ESM5,B,27,54,5194.25,16:42:01,0.217,197.75
2025-04-04,ESM5,B,18,50,5185.0,16:43:23,0.177,197.75
2025-04-04,ESM5,B,16,50,5185.0,16:43:36,0.177,197.75
2025-04-04,ESM5,B,21,50,5185.0,16:43:40,0.177,197.75
2025-04-04,ESM5,B,20,49,5185.0,16:43:43,0.177,197.75
2025-04-04,ESM5,B,27,50,5184.0,16:43:49,0.172,197.75
2025-04-04,ESM5,B,20,1000,5182.0,16:44:15,0.176,197.75
2025-04-04,ESM5,B,17,31,5182.25,16:44:15,0.177,197.75
2025-04-04,ESM5,A,17,22,5183.75,16:43:49,0.03,197.75
2025-04-04,ESM5,A,58,348,5182.75,16:44:12,0.035,197.75
2025-04-04,ESM5,B,17,18,5182.25,16:44:15,0.177,197.75
2025-04-04,ESM5,A,39,319,5180.0,16:44:18,0.049,197.75
2025-04-04,ESM5,A,28,90,5176.0,16:44:48,0.07,197.75
2025-04-04,ESM5,B,16,38,5172.25,16:45:06,0.131,197.75
2025-04-04,ESM5,A,43,125,5171.75,16:45:28,0.091,197.75
2025-04-04,ESM5,B,17,49,5171.5,16:48:04,0.18,197.75
2025-04-04,ESM5,A,18,63,5171.75,16:48:04,0.091,197.75
2025-04-04,ESM5,B,15,39,5173.5,16:48:08,0.19,197.75
2025-04-04,ESM5,B,22,1000,5167.0,16:49:10,0.157,197.75
2025-04-04,ESM5,B,28,35,5167.25,16:49:09,0.158,197.75
2025-04-04,ESM5,B,23,27,5167.25,16:49:10,0.158,197.75
2025-04-04,ESM5,A,20,1149,5168.75,16:49:53,0.106,197.75
2025-04-04,ESM5,A,16,30,5168.5,16:49:53,0.107,197.75
2025-04-04,ESM5,A,26,35,5168.5,16:49:53,0.107,197.75
2025-04-04,ESM5,A,23,28,5168.5,16:49:53,0.107,197.75
2025-04-04,ESM5,A,26,50,5169.0,16:50:09,0.105,197.75
2025-04-04,ESM5,A,34,106,5166.75,16:51:07,0.116,197.75
2025-04-04,ESM5,B,15,49,5170.0,16:51:26,0.172,197.75
2025-04-04,ESM5,B,72,123,5173.0,16:51:38,0.187,197.75
2025-04-04,ESM5,A,25,57,5174.5,16:51:39,0.077,197.75
2025-04-04,ESM5,B,15,50,5174.75,16:51:43,0.196,197.75
2025-04-04,ESM5,B,25,50,5173.0,16:51:54,0.187,197.75
2025-04-04,ESM5,B,20,47,5178.75,16:52:16,0.216,197.75
2025-04-04,ESM5,B,18,57,5181.75,16:52:35,0.231,197.75
2025-04-04,ESM5,A,30,77,5172.0,16:53:20,0.09,197.75
2025-04-04,ESM5,B,32,123,5174.25,16:53:50,0.193,197.75
2025-04-04,ESM5,A,16,25,5174.5,16:53:52,0.077,197.75
2025-04-04,ESM5,A,36,41,5174.5,16:53:56,0.077,197.75
2025-04-04,ESM5,B,23,57,5175.75,16:55:46,0.201,197.75
2025-04-04,ESM5,A,16,97,5176.25,16:55:44,0.068,197.75
2025-04-04,ESM5,B,21,78,5180.5,16:56:19,0.225,197.75
2025-04-04,ESM5,A,20,100,5181.25,16:56:18,0.043,197.75
2025-04-04,ESM5,A,48,100,5179.75,16:56:22,0.051,197.75
2025-04-04,ESM5,B,16,23,5176.75,16:56:52,0.206,197.75
2025-04-04,ESM5,A,18,100,5182.0,16:58:01,0.039,197.75
2025-04-04,ESM5,B,23,73,5181.75,16:58:16,0.231,197.75
2025-04-04,ESM5,B,16,57,5182.5,16:58:16,0.235,197.75
2025-04-04,ESM5,A,37,100,5182.5,16:58:31,0.037,197.75
2025-04-04,ESM5,A,15,43,5177.75,16:59:22,0.061,197.75
2025-04-04,ESM5,A,19,369,5174.75,16:59:30,0.076,197.75
2025-04-04,ESM5,A,17,74,5176.25,17:00:05,0.068,197.75
2025-04-04,ESM5,B,27,65,5176.0,17:00:25,0.202,197.75
2025-04-04,ESM5,B,27,113,5178.0,17:00:29,0.212,197.75
2025-04-04,ESM5,B,16,106,5182.25,17:00:39,0.234,197.75
2025-04-04,ESM5,B,18,20,5178.0,17:00:59,0.212,197.75
