day,sym,side,fills,sz,lvl,t,thru,rng
2025-02-18,ESH5,A,15,28,6144.0,14:30:09,0.0,28.25
2025-02-18,ESH5,B,24,59,6141.75,14:30:46,0.354,28.25
2025-02-18,ESH5,A,30,105,6142.0,14:30:52,0.071,28.25
2025-02-18,ESH5,B,15,59,6139.5,14:31:30,0.407,28.25
2025-02-18,ESH5,B,44,105,6138.5,14:31:42,0.372,28.25
2025-02-18,ESH5,A,23,82,6139.0,14:31:46,0.142,28.25
2025-02-18,ESH5,A,20,100,6140.25,14:32:09,0.097,28.25
2025-02-18,ESH5,B,34,100,6141.5,14:32:20,0.496,28.25
2025-02-18,ESH5,B,17,100,6140.75,14:34:06,0.469,28.25
2025-02-18,ESH5,B,24,100,6140.0,14:34:43,0.442,28.25
2025-02-18,ESH5,B,22,75,6141.5,14:35:16,0.496,28.25
2025-02-18,ESH5,B,19,25,6137.75,14:37:14,0.363,28.25
2025-02-18,ESH5,B,16,36,6139.25,14:41:04,0.416,28.25
2025-02-18,ESH5,B,20,39,6139.0,14:44:30,0.407,28.25
2025-02-18,ESH5,B,22,50,6140.75,14:41:55,0.469,28.25
2025-02-18,ESH5,B,33,100,6139.25,14:44:30,0.416,28.25
2025-02-18,ESH5,B,17,75,6138.0,14:44:36,0.372,28.25
2025-02-18,ESH5,B,17,25,6135.75,14:44:39,0.292,28.25
2025-02-18,ESH5,B,18,38,6137.25,14:49:50,0.345,28.25
2025-02-18,ESH5,B,19,50,6136.5,14:50:02,0.319,28.25
2025-02-18,ESH5,B,19,50,6134.25,14:50:20,0.239,28.25
2025-02-18,ESH5,B,26,50,6133.75,14:50:35,0.221,28.25
2025-02-18,ESH5,B,16,88,6138.0,14:52:09,0.372,28.25
2025-02-18,ESH5,A,26,105,6138.25,14:52:11,0.088,28.25
2025-02-18,ESH5,B,20,30,6139.0,14:53:01,0.407,28.25
2025-02-18,ESH5,A,24,32,6140.0,14:53:08,0.027,28.25
2025-02-18,ESH5,A,17,49,6139.0,14:54:33,0.062,28.25
2025-02-18,ESH5,B,15,50,6135.0,15:00:14,0.265,28.25
2025-02-18,ESH5,B,16,100,6134.0,15:00:53,0.23,28.25
2025-02-18,ESH5,B,26,130,6130.75,15:01:02,0.115,28.25
2025-02-18,ESH5,A,139,647,6131.0,15:01:02,0.23,28.25
2025-02-18,ESH5,B,16,25,6131.25,15:01:23,0.133,28.25
2025-02-18,ESH5,B,20,61,6131.25,15:01:25,0.133,28.25
2025-02-18,ESH5,B,15,30,6128.0,15:01:51,0.018,28.25
2025-02-18,ESH5,A,16,44,6128.75,15:02:07,0.31,28.25
2025-02-18,ESH5,B,19,54,6131.75,15:03:48,0.133,28.25
2025-02-18,ESH5,A,19,56,6132.75,15:04:30,0.168,28.25
2025-02-18,ESH5,B,19,68,6133.25,15:10:02,0.186,28.25
2025-02-18,ESH5,A,22,42,6134.0,15:11:30,0.124,28.25
2025-02-18,ESH5,A,18,50,6136.5,15:13:28,0.0,28.25
2025-02-18,ESH5,A,15,40,6135.5,15:14:09,0.044,28.25
2025-02-18,ESH5,B,23,61,6133.25,15:25:26,0.186,28.25
2025-02-18,ESH5,B,16,22,6129.5,15:27:46,0.053,28.25
2025-02-18,ESH5,B,36,100,6136.0,15:39:10,0.177,28.25
2025-02-18,ESH5,B,29,125,6135.25,15:39:35,0.15,28.25
2025-02-18,ESH5,B,15,24,6134.5,15:39:37,0.124,28.25
2025-02-18,ESH5,B,51,125,6134.25,15:39:58,0.115,28.25
2025-02-18,ESH5,A,24,125,6135.25,15:40:04,0.204,28.25
2025-02-18,ESH5,A,15,125,6135.0,15:40:29,0.212,28.25
2025-02-18,ESH5,B,16,69,6134.0,15:40:40,0.106,28.25
2025-02-18,ESH5,A,28,125,6134.75,15:40:55,0.221,28.25
2025-02-18,ESH5,A,45,125,6135.0,15:41:01,0.212,28.25
2025-02-18,ESH5,B,17,75,6131.5,15:46:38,0.018,28.25
2025-02-18,ESH5,B,17,30,6131.75,15:47:12,0.018,28.25
2025-02-18,ESH5,B,16,50,6132.0,15:47:13,0.027,28.25
2025-02-18,ESH5,A,16,66,6132.25,15:47:33,0.336,28.25
2025-02-18,ESH5,B,37,100,6133.0,15:49:35,0.018,28.25
2025-02-18,ESH5,B,17,50,6132.75,15:50:08,-0.027,28.25
2025-02-18,ESH5,A,18,125,6139.5,15:55:03,0.08,28.25
2025-02-18,ESH5,A,20,40,6140.0,15:59:25,0.062,28.25
2025-02-18,ESH5,B,57,100,6140.0,16:13:56,0.292,28.25
2025-02-18,ESH5,B,49,100,6140.0,16:14:08,0.292,28.25
2025-02-18,ESH5,B,30,100,6139.25,16:14:29,0.265,28.25
2025-02-18,ESH5,A,24,115,6139.0,16:14:29,0.018,28.25
2025-02-18,ESH5,A,25,57,6138.5,16:18:34,0.097,28.25
2025-02-18,ESH5,A,16,75,6136.75,16:27:13,0.239,28.25
2025-02-18,ESH5,A,22,100,6136.75,16:27:13,0.239,28.25
2025-02-18,ESH5,B,19,40,6133.75,16:22:08,0.071,28.25
2025-02-18,ESH5,A,16,100,6134.0,16:24:31,0.336,28.25
2025-02-18,ESH5,A,22,75,6135.25,16:25:34,0.292,28.25
2025-02-18,ESH5,A,15,54,6135.5,16:26:53,0.283,28.25
2025-02-18,ESH5,A,19,126,6138.0,16:30:05,0.195,28.25
2025-02-18,ESH5,B,44,92,6138.25,16:30:14,0.124,28.25
2025-02-18,ESH5,A,17,68,6137.25,16:31:02,0.221,28.25
2025-02-18,ESH5,B,21,50,6136.25,16:35:07,0.053,28.25
2025-02-18,ESH5,B,16,29,6138.5,16:39:41,0.195,28.25
2025-02-18,ESH5,B,20,109,6136.75,16:40:28,0.133,28.25
2025-02-18,ESH5,B,17,18,6138.5,16:46:24,0.221,28.25
2025-02-18,ESH5,A,15,131,6136.5,16:59:50,0.044,28.25
2025-02-18,ESH5,B,16,32,6137.0,17:05:11,0.168,28.25
2025-02-18,ESH5,B,18,50,6135.0,17:07:37,0.097,28.25
2025-02-18,ESH5,A,24,268,6133.25,17:07:50,0.15,28.25
2025-02-18,ESH5,A,15,201,6134.25,17:08:41,0.115,28.25
2025-02-18,ESH5,B,20,48,6133.25,17:26:15,-0.018,28.25
2025-02-18,ESH5,B,19,38,6133.5,17:26:15,-0.009,28.25
2025-02-18,ESH5,B,16,100,6134.25,17:27:05,0.018,28.25
2025-02-18,ESH5,B,35,100,6137.0,17:33:58,0.08,28.25
2025-02-18,ESH5,B,25,100,6136.0,17:35:28,0.035,28.25
2025-02-18,ESH5,A,15,118,6136.75,17:36:17,0.159,28.25
2025-02-18,ESH5,A,15,100,6140.0,17:52:12,0.044,28.25
2025-02-18,ESH5,B,22,90,6137.0,18:09:27,0.265,28.25
2025-02-18,ESH5,B,24,50,6135.25,18:13:56,0.221,28.25
2025-02-18,ESH5,B,57,290,6135.0,18:14:07,0.212,28.25
2025-02-18,ESH5,B,16,20,6134.75,18:14:20,0.204,28.25
2025-02-18,ESH5,A,17,290,6136.0,18:15:03,0.018,28.25
2025-02-18,ESH5,B,19,25,6131.75,18:20:51,0.097,28.25
2025-02-18,ESH5,B,24,125,6131.5,18:31:44,0.088,28.25
2025-02-18,ESH5,B,17,90,6129.75,18:42:36,0.407,28.25
2025-02-18,ESH5,B,28,90,6129.5,18:45:04,0.398,28.25
2025-02-18,ESH5,B,22,75,6129.75,18:47:31,0.407,28.25
2025-02-18,ESH5,B,28,70,6129.25,18:47:50,0.389,28.25
2025-02-18,ESH5,B,16,90,6131.5,18:53:58,0.469,28.25
2025-02-18,ESH5,B,24,90,6131.75,18:59:04,0.478,28.25
2025-02-18,ESH5,A,33,57,6132.0,19:03:10,0.027,28.25
2025-02-18,ESH5,A,15,25,6132.75,19:03:55,0.0,28.25
2025-02-18,ESH5,B,20,50,6131.5,19:04:56,0.469,28.25
2025-02-18,ESH5,B,38,90,6131.0,19:06:14,0.451,28.25
2025-02-18,ESH5,B,34,70,6130.5,19:06:21,0.434,28.25
2025-02-18,ESH5,B,23,100,6129.5,19:06:41,0.398,28.25
2025-02-18,ESH5,B,30,90,6128.75,19:07:06,0.372,28.25
2025-02-18,ESH5,B,22,50,6126.25,19:07:15,0.283,28.25
2025-02-18,ESH5,B,23,90,6126.0,19:07:16,0.274,28.25
2025-02-18,ESH5,B,18,160,6122.75,19:07:49,0.159,28.25
2025-02-18,ESH5,A,18,38,6119.0,19:08:04,0.407,28.25
2025-02-18,ESH5,B,15,62,6120.5,19:08:28,0.08,28.25
2025-02-18,ESH5,B,32,120,6119.75,19:08:34,0.053,28.25
2025-02-18,ESH5,B,20,119,6122.25,19:08:41,0.142,28.25
2025-02-18,ESH5,B,22,50,6122.25,19:08:49,0.142,28.25
2025-02-18,ESH5,B,18,240,6121.75,19:18:19,0.124,28.25
2025-02-18,ESH5,A,18,100,6120.25,19:19:49,0.434,28.25
2025-02-18,ESH5,A,24,132,6128.75,19:24:22,0.221,28.25
2025-02-18,ESH5,A,16,115,6128.25,19:24:53,0.239,28.25
2025-02-18,ESH5,B,15,45,6129.25,19:35:03,0.124,28.25
2025-02-18,ESH5,A,18,85,6134.0,19:51:44,0.035,28.25
2025-02-18,ESH5,B,17,29,6134.75,19:52:00,0.133,28.25
2025-02-18,ESH5,A,21,42,6133.5,20:06:04,0.08,28.25
2025-02-18,ESH5,A,15,26,6133.25,20:38:17,0.54,28.25
2025-02-18,ESH5,B,24,57,6134.5,20:41:30,0.124,28.25
2025-02-18,ESH5,B,35,110,6134.0,20:42:11,0.106,28.25
2025-02-18,ESH5,B,16,90,6131.5,20:43:56,0.018,28.25
2025-02-18,ESH5,A,69,300,6132.5,20:45:00,0.566,28.25
2025-02-18,ESH5,A,49,157,6133.0,20:46:12,0.549,28.25
2025-02-18,ESH5,A,42,233,6132.5,20:46:54,0.566,28.25
2025-02-18,ESH5,A,61,200,6132.0,20:47:13,0.584,28.25
2025-02-18,ESH5,A,74,200,6132.25,20:47:23,0.575,28.25
2025-02-18,ESH5,A,58,200,6132.5,20:47:34,0.566,28.25
2025-02-18,ESH5,A,18,72,6132.75,20:47:35,0.558,28.25
2025-02-18,ESH5,A,31,200,6132.0,20:47:47,0.584,28.25
2025-02-18,ESH5,A,49,268,6131.75,20:49:59,0.593,28.25
2025-02-19,ESH5,B,40,200,6133.0,14:30:44,0.07,35.75
2025-02-19,ESH5,A,51,162,6134.5,14:40:24,0.056,35.75
2025-02-19,ESH5,A,15,30,6134.75,14:57:30,0.042,35.75
2025-02-19,ESH5,A,16,70,6133.0,15:00:00,0.119,35.75
2025-02-19,ESH5,A,18,35,6134.0,15:00:19,0.091,35.75
2025-02-19,ESH5,B,15,35,6132.0,15:02:57,0.077,35.75
2025-02-19,ESH5,A,15,28,6133.0,15:07:39,0.266,35.75
2025-02-19,ESH5,A,16,37,6132.5,15:08:15,0.28,35.75
2025-02-19,ESH5,B,22,100,6131.75,15:08:32,0.07,35.75
2025-02-19,ESH5,A,16,40,6134.5,15:17:42,0.224,35.75
2025-02-19,ESH5,A,28,60,6131.75,15:21:16,0.301,35.75
2025-02-19,ESH5,A,24,50,6135.0,15:29:00,0.21,35.75
2025-02-19,ESH5,A,27,40,6140.0,15:31:14,0.021,35.75
2025-02-19,ESH5,A,23,171,6139.25,15:31:22,0.042,35.75
2025-02-19,ESH5,A,16,72,6137.75,15:31:35,0.084,35.75
2025-02-19,ESH5,A,16,222,6137.75,15:31:35,0.084,35.75
2025-02-19,ESH5,A,18,115,6140.5,15:32:10,-0.007,35.75
2025-02-19,ESH5,B,64,222,6139.0,15:32:27,0.21,35.75
2025-02-19,ESH5,A,16,18,6136.75,15:35:46,0.119,35.75
2025-02-19,ESH5,A,20,57,6138.25,15:36:47,0.084,35.75
2025-02-19,ESH5,B,41,200,6137.5,15:38:35,0.168,35.75
2025-02-19,ESH5,B,24,48,6137.5,15:38:35,0.168,35.75
2025-02-19,ESH5,A,18,50,6136.75,15:39:11,0.14,35.75
2025-02-19,ESH5,A,48,97,6137.25,15:39:20,0.126,35.75
2025-02-19,ESH5,A,17,50,6137.5,15:39:46,0.119,35.75
2025-02-19,ESH5,B,29,100,6138.0,15:41:34,0.182,35.75
2025-02-19,ESH5,A,27,200,6139.0,15:44:11,0.217,35.75
2025-02-19,ESH5,A,19,44,6139.25,15:48:28,0.21,35.75
2025-02-19,ESH5,B,17,50,6133.25,15:56:35,0.049,35.75
2025-02-19,ESH5,A,25,100,6137.5,16:01:05,0.259,35.75
2025-02-19,ESH5,A,35,222,6140.0,16:03:10,0.189,35.75
2025-02-19,ESH5,B,17,100,6139.75,16:03:55,0.021,35.75
2025-02-19,ESH5,B,17,57,6139.75,16:03:58,0.021,35.75
2025-02-19,ESH5,A,23,170,6144.5,16:11:46,0.105,35.75
2025-02-19,ESH5,A,19,25,6146.0,16:14:17,0.133,35.75
2025-02-19,ESH5,A,32,85,6146.25,16:14:42,0.126,35.75
2025-02-19,ESH5,A,18,72,6144.5,16:20:06,0.196,35.75
2025-02-19,ESH5,A,18,42,6145.0,16:32:00,0.196,35.75
2025-02-19,ESH5,B,22,61,6146.25,16:35:55,0.049,35.75
2025-02-19,ESH5,B,21,120,6144.75,16:39:17,-0.014,35.75
2025-02-19,ESH5,A,21,100,6150.0,16:44:22,0.105,35.75
2025-02-19,ESH5,A,22,60,6149.75,16:49:10,0.112,35.75
2025-02-19,ESH5,A,17,20,6149.5,16:51:56,0.119,35.75
2025-02-19,ESH5,B,15,29,6150.5,16:54:39,0.154,35.75
2025-02-19,ESH5,B,25,200,6150.75,16:57:10,0.189,35.75
2025-02-19,ESH5,B,23,56,6150.75,16:57:39,0.189,35.75
2025-02-19,ESH5,B,48,125,6150.5,16:57:55,0.182,35.75
2025-02-19,ESH5,B,16,125,6150.25,17:00:02,0.175,35.75
2025-02-19,ESH5,A,21,50,6151.0,16:58:59,0.077,35.75
2025-02-19,ESH5,A,17,100,6152.5,17:03:40,0.035,35.75
2025-02-19,ESH5,A,39,100,6153.5,17:04:06,-0.028,35.75
2025-02-19,ESH5,B,29,125,6150.5,17:11:48,0.231,35.75
2025-02-19,ESH5,A,15,17,6151.0,17:12:11,-0.021,35.75
2025-02-19,ESH5,B,20,125,6150.0,17:11:57,0.217,35.75
2025-02-19,ESH5,B,21,48,6149.5,17:13:03,0.203,35.75
2025-02-19,ESH5,B,17,100,6147.75,17:20:14,0.154,35.75
2025-02-19,ESH5,A,30,92,6147.5,17:20:26,0.049,35.75
2025-02-19,ESH5,B,17,56,6145.25,17:29:30,0.084,35.75
2025-02-19,ESH5,B,28,75,6144.5,17:29:47,0.063,35.75
2025-02-19,ESH5,B,22,75,6144.25,17:30:57,0.056,35.75
2025-02-19,ESH5,A,22,135,6144.0,17:31:32,0.231,35.75
2025-02-19,ESH5,B,21,75,6142.75,17:33:28,0.0,35.75
2025-02-19,ESH5,A,16,65,6143.75,17:34:41,0.238,35.75
2025-02-19,ESH5,B,16,75,6143.0,17:35:01,-0.028,35.75
2025-02-19,ESH5,A,37,100,6147.25,17:43:59,0.14,35.75
2025-02-19,ESH5,A,23,50,6151.0,17:57:13,0.035,35.75
2025-02-19,ESH5,B,22,95,6141.0,18:12:09,-0.014,35.75
2025-02-19,ESH5,A,19,100,6143.25,18:14:56,0.308,35.75
2025-02-19,ESH5,B,25,60,6148.0,18:19:19,-0.007,35.75
2025-02-19,ESH5,A,18,100,6149.0,18:24:49,0.147,35.75
2025-02-19,ESH5,B,19,25,6150.0,18:26:38,0.042,35.75
2025-02-19,ESH5,A,28,76,6153.0,18:31:06,0.035,35.75
2025-02-19,ESH5,A,16,51,6153.0,18:31:10,0.035,35.75
2025-02-19,ESH5,A,34,100,6154.25,18:40:46,0.0,35.75
2025-02-19,ESH5,A,20,60,6154.25,18:41:14,-0.007,35.75
2025-02-19,ESH5,A,33,190,6152.0,18:44:08,0.224,35.75
2025-02-19,ESH5,A,30,83,6151.5,18:45:32,0.315,35.75
2025-02-19,ESH5,B,16,50,6151.5,18:49:09,0.105,35.75
2025-02-19,ESH5,B,36,93,6152.5,19:02:49,0.091,35.75
2025-02-19,ESH5,B,20,52,6151.25,19:06:27,0.028,35.75
2025-02-19,ESH5,B,17,60,6152.0,19:11:35,0.014,35.75
2025-02-19,ESH5,A,20,200,6155.0,19:14:08,0.28,35.75
2025-02-19,ESH5,A,17,100,6155.25,19:14:08,0.273,35.75
2025-02-19,ESH5,A,23,400,6155.5,19:14:08,0.266,35.75
2025-02-19,ESH5,A,17,50,6159.0,19:14:55,0.168,35.75
2025-02-19,ESH5,A,25,200,6160.0,19:15:00,0.14,35.75
2025-02-19,ESH5,B,17,65,6161.25,19:15:18,0.049,35.75
2025-02-19,ESH5,B,93,250,6160.75,19:16:55,0.035,35.75
2025-02-19,ESH5,B,23,50,6160.25,19:18:05,0.014,35.75
2025-02-19,ESH5,A,18,56,6163.25,19:20:14,0.049,35.75
2025-02-19,ESH5,A,17,33,6163.25,19:20:14,0.049,35.75
2025-02-19,ESH5,A,17,51,6163.25,19:20:14,0.049,35.75
2025-02-19,ESH5,A,58,500,6163.75,19:20:30,0.035,35.75
2025-02-19,ESH5,A,17,100,6164.75,19:20:47,0.007,35.75
2025-02-19,ESH5,B,17,50,6163.0,19:21:44,0.091,35.75
2025-02-19,ESH5,A,17,50,6163.5,19:23:48,0.084,35.75
2025-02-19,ESH5,A,65,500,6164.75,19:24:10,0.049,35.75
2025-02-19,ESH5,A,17,50,6165.0,19:51:44,0.028,35.75
2025-02-19,ESH5,A,23,52,6164.5,19:24:18,0.056,35.75
2025-02-19,ESH5,A,28,72,6163.5,19:25:00,0.084,35.75
2025-02-19,ESH5,B,17,50,6160.75,19:25:44,0.021,35.75
2025-02-19,ESH5,B,25,265,6160.0,19:26:03,-0.014,35.75
2025-02-19,ESH5,B,23,100,6161.25,19:47:03,0.077,35.75
2025-02-19,ESH5,A,15,100,6161.75,19:48:39,0.133,35.75
2025-02-19,ESH5,A,22,50,6165.75,19:51:46,0.007,35.75
2025-02-19,ESH5,A,21,30,6166.0,19:51:46,0.0,35.75
2025-02-19,ESH5,B,29,72,6165.5,19:54:38,0.196,35.75
2025-02-19,ESH5,B,31,100,6159.5,20:09:52,0.21,35.75
2025-02-19,ESH5,A,33,100,6160.25,20:12:31,0.105,35.75
2025-02-19,ESH5,B,15,29,6160.25,20:23:30,0.231,35.75
2025-02-19,ESH5,B,16,37,6160.0,20:23:33,0.224,35.75
2025-02-19,ESH5,B,59,241,6161.0,20:26:12,0.252,35.75
2025-02-19,ESH5,A,20,53,6157.0,20:28:07,0.161,35.75
2025-02-19,ESH5,B,15,50,6154.25,20:28:29,0.021,35.75
2025-02-19,ESH5,B,18,50,6152.25,20:28:44,-0.035,35.75
2025-02-19,ESH5,A,25,80,6154.75,20:29:03,0.273,35.75
2025-02-19,ESH5,B,15,25,6160.0,20:36:35,0.126,35.75
2025-02-19,ESH5,A,31,121,6158.0,20:37:19,0.182,35.75
2025-02-19,ESH5,B,25,50,6157.0,20:38:18,0.042,35.75
2025-02-19,ESH5,A,15,51,6157.75,20:41:39,0.189,35.75
2025-02-19,ESH5,A,22,50,6157.25,20:49:57,0.203,35.75
2025-02-20,ESH5,B,20,50,6148.25,14:31:01,1.028,44.25
2025-02-20,ESH5,A,15,95,6149.25,14:32:04,-0.017,44.25
2025-02-20,ESH5,B,15,25,6144.75,14:34:30,0.949,44.25
2025-02-20,ESH5,B,22,50,6145.25,14:34:55,0.96,44.25
2025-02-20,ESH5,B,17,56,6145.75,14:35:31,0.972,44.25
2025-02-20,ESH5,B,23,73,6145.75,14:35:34,0.972,44.25
2025-02-20,ESH5,A,35,125,6146.0,14:36:05,0.034,44.25
2025-02-20,ESH5,B,17,30,6145.5,14:35:52,0.966,44.25
2025-02-20,ESH5,A,26,75,6145.5,14:38:29,0.04,44.25
2025-02-20,ESH5,B,23,66,6146.0,14:40:33,0.977,44.25
2025-02-20,ESH5,A,26,125,6146.25,14:40:42,0.006,44.25
2025-02-20,ESH5,A,51,100,6145.25,14:42:00,0.028,44.25
2025-02-20,ESH5,B,17,33,6141.25,14:44:13,0.87,44.25
2025-02-20,ESH5,B,21,45,6141.0,14:44:22,0.864,44.25
2025-02-20,ESH5,B,17,28,6138.25,14:45:41,0.802,44.25
2025-02-20,ESH5,A,15,156,6138.0,14:45:48,0.023,44.25
2025-02-20,ESH5,B,20,50,6137.5,14:46:00,0.785,44.25
2025-02-20,ESH5,B,19,96,6136.5,14:48:05,0.763,44.25
2025-02-20,ESH5,B,19,25,6137.25,14:48:32,0.78,44.25
2025-02-20,ESH5,B,17,25,6137.25,14:48:32,0.78,44.25
2025-02-20,ESH5,B,22,100,6137.0,14:48:33,0.774,44.25
2025-02-20,ESH5,B,22,100,6135.75,14:49:39,0.746,44.25
2025-02-20,ESH5,B,152,500,6135.0,14:52:41,0.729,44.25
2025-02-20,ESH5,B,22,50,6136.25,14:51:51,0.757,44.25
2025-02-20,ESH5,B,18,38,6136.0,14:52:03,0.751,44.25
2025-02-20,ESH5,B,15,50,6132.25,14:52:51,0.667,44.25
2025-02-20,ESH5,B,37,190,6128.25,14:53:17,0.576,44.25
2025-02-20,ESH5,B,16,33,6128.25,14:53:17,0.576,44.25
2025-02-20,ESH5,B,15,36,6127.0,14:53:23,0.548,44.25
2025-02-20,ESH5,A,15,25,6125.0,14:53:56,0.079,44.25
2025-02-20,ESH5,B,29,67,6125.75,14:55:25,0.52,44.25
2025-02-20,ESH5,B,17,100,6125.75,14:55:25,0.52,44.25
2025-02-20,ESH5,B,16,20,6125.75,14:57:04,0.52,44.25
2025-02-20,ESH5,B,22,40,6125.5,14:57:08,0.514,44.25
2025-02-20,ESH5,B,18,50,6122.25,14:58:20,0.441,44.25
2025-02-20,ESH5,B,17,20,6120.75,14:58:32,0.407,44.25
2025-02-20,ESH5,B,18,20,6120.5,14:58:33,0.401,44.25
2025-02-20,ESH5,B,16,20,6120.5,14:58:33,0.401,44.25
2025-02-20,ESH5,B,23,36,6120.5,14:58:50,0.401,44.25
2025-02-20,ESH5,B,32,500,6120.0,14:58:53,0.39,44.25
2025-02-20,ESH5,B,22,50,6119.5,14:59:20,0.379,44.25
2025-02-20,ESH5,B,21,63,6117.5,14:59:37,0.333,44.25
2025-02-20,ESH5,A,28,100,6119.0,15:05:16,0.203,44.25
2025-02-20,ESH5,B,35,250,6116.0,15:00:10,0.299,44.25
2025-02-20,ESH5,B,48,50,6116.75,14:59:52,0.316,44.25
2025-02-20,ESH5,B,17,50,6116.75,14:59:56,0.316,44.25
2025-02-20,ESH5,B,15,35,6115.0,15:00:10,0.277,44.25
2025-02-20,ESH5,B,276,500,6115.0,15:00:20,0.277,44.25
2025-02-20,ESH5,A,51,145,6115.5,15:00:19,0.266,44.25
2025-02-20,ESH5,B,15,50,6114.25,15:00:20,0.26,44.25
2025-02-20,ESH5,A,15,53,6113.5,15:00:22,0.311,44.25
2025-02-20,ESH5,A,32,83,6113.5,15:00:23,0.311,44.25
2025-02-20,ESH5,B,17,50,6113.5,15:00:29,0.243,44.25
2025-02-20,ESH5,B,16,40,6110.0,15:00:43,0.164,44.25
2025-02-20,ESH5,B,22,63,6108.0,15:00:56,0.119,44.25
2025-02-20,ESH5,A,27,70,6110.0,15:01:06,0.407,44.25
2025-02-20,ESH5,B,24,40,6108.0,15:01:24,0.045,44.25
2025-02-20,ESH5,A,25,70,6106.0,15:01:52,0.497,44.25
2025-02-20,ESH5,B,22,50,6108.25,15:02:05,-0.011,44.25
2025-02-20,ESH5,B,26,100,6108.0,15:02:06,-0.017,44.25
2025-02-20,ESH5,B,18,31,6108.25,15:02:13,-0.011,44.25
2025-02-20,ESH5,B,31,50,6108.25,15:02:13,-0.011,44.25
2025-02-20,ESH5,B,15,29,6107.75,15:02:30,-0.023,44.25
2025-02-20,ESH5,B,17,30,6106.0,15:02:36,-0.062,44.25
2025-02-20,ESH5,B,38,50,6110.25,15:03:04,0.034,44.25
2025-02-20,ESH5,B,20,50,6112.25,15:03:30,0.079,44.25
2025-02-20,ESH5,A,20,69,6113.5,15:03:38,0.328,44.25
2025-02-20,ESH5,A,21,125,6114.5,15:04:01,0.305,44.25
2025-02-20,ESH5,B,21,45,6114.5,15:04:06,0.13,44.25
2025-02-20,ESH5,B,18,50,6114.0,15:04:08,0.119,44.25
2025-02-20,ESH5,A,26,70,6115.0,15:04:23,0.294,44.25
2025-02-20,ESH5,A,37,125,6115.5,15:04:26,0.282,44.25
2025-02-20,ESH5,A,24,78,6116.25,15:04:50,0.266,44.25
2025-02-20,ESH5,B,16,22,6117.75,15:05:15,0.203,44.25
2025-02-20,ESH5,A,28,125,6118.5,15:05:15,0.215,44.25
2025-02-20,ESH5,B,16,23,6118.5,15:05:19,0.22,44.25
2025-02-20,ESH5,B,20,50,6118.0,15:05:21,0.209,44.25
2025-02-20,ESH5,B,18,35,6118.25,15:05:41,0.215,44.25
2025-02-20,ESH5,B,38,50,6118.75,15:05:32,0.226,44.25
2025-02-20,ESH5,B,38,50,6118.75,15:05:32,0.226,44.25
2025-02-20,ESH5,B,19,21,6119.0,15:05:40,0.232,44.25
2025-02-20,ESH5,B,42,125,6117.25,15:05:42,0.192,44.25
2025-02-20,ESH5,B,33,125,6118.0,15:06:17,0.209,44.25
2025-02-20,ESH5,A,16,125,6119.75,15:06:28,0.186,44.25
2025-02-20,ESH5,B,41,75,6118.25,15:06:36,0.215,44.25
2025-02-20,ESH5,B,26,78,6118.25,15:06:43,0.215,44.25
2025-02-20,ESH5,B,57,125,6116.5,15:06:54,0.175,44.25
2025-02-20,ESH5,B,68,225,6115.0,15:07:08,0.141,44.25
2025-02-20,ESH5,B,27,125,6114.5,15:07:18,0.13,44.25
2025-02-20,ESH5,B,34,125,6114.0,15:07:21,0.119,44.25
2025-02-20,ESH5,A,21,44,6113.0,15:07:31,0.339,44.25
2025-02-20,ESH5,B,16,35,6111.0,15:08:06,0.051,44.25
2025-02-20,ESH5,B,37,70,6110.0,15:08:16,0.028,44.25
2025-02-20,ESH5,B,221,500,6110.0,15:10:06,0.006,44.25
2025-02-20,ESH5,B,20,57,6111.25,15:09:42,0.056,44.25
2025-02-20,ESH5,B,20,84,6111.0,15:11:02,0.0,44.25
2025-02-20,ESH5,A,22,58,6112.25,15:12:01,0.356,44.25
2025-02-20,ESH5,A,15,25,6116.5,15:13:22,0.26,44.25
2025-02-20,ESH5,A,24,40,6120.0,15:14:12,0.181,44.25
2025-02-20,ESH5,B,16,73,6120.0,15:14:22,0.09,44.25
2025-02-20,ESH5,A,15,50,6124.0,15:18:57,0.09,44.25
2025-02-20,ESH5,B,29,164,6124.0,15:19:36,0.305,44.25
2025-02-20,ESH5,A,16,25,6125.5,15:20:28,0.056,44.25
2025-02-20,ESH5,B,20,50,6123.75,15:30:08,0.458,44.25
2025-02-20,ESH5,B,16,25,6123.75,15:30:20,0.458,44.25
2025-02-20,ESH5,B,18,50,6126.5,15:30:59,0.52,44.25
2025-02-20,ESH5,A,89,400,6128.0,19:48:30,0.136,44.25
2025-02-20,ESH5,A,29,176,6128.0,15:31:04,-0.006,44.25
2025-02-20,ESH5,A,17,70,6120.25,15:37:29,0.04,44.25
2025-02-20,ESH5,B,22,50,6120.75,15:39:26,0.39,44.25
2025-02-20,ESH5,B,33,50,6117.5,15:45:49,0.316,44.25
2025-02-20,ESH5,B,16,25,6113.5,15:47:00,0.226,44.25
2025-02-20,ESH5,B,24,50,6113.5,15:47:00,0.226,44.25
2025-02-20,ESH5,A,36,443,6111.5,15:49:44,0.136,44.25
2025-02-20,ESH5,B,16,40,6110.0,15:50:45,0.147,44.25
2025-02-20,ESH5,B,20,50,6109.0,15:51:07,0.124,44.25
2025-02-20,ESH5,A,17,81,6109.75,15:54:13,0.175,44.25
